id	sentence	raw	ipa	gloss_en	features	notes
ar-x-mashriqi-011	رُوح دُغْرِي وَبَعْدَين لِفّ يَمِين.	روح دغري وبعدين لف يمين.	ˈruːħ ˈduɣriː wabaʕˈdajn ˈliff jaˈmiːn	Go straight and then turn right.	pharyngeal;geminate;long_vowel;diphthong;imperative	imperative rūḥ; aw/ay retained (baʕdayn); geminate فّ; ق absent; diphthong /aj aw/ retention per (watson2002)
ar-x-mashriqi-012	الْأَكِل كَان طَيِّب بَسّ الشُّورْبَة كَانَت بَارْدَة.	الأكل كان طيب بس الشوربة كانت باردة.	ˈalʔakil ˈkaːn ˈtˤɑjjib ˈbass aʃˈʃuːrba ˈkaːnat ˈbaːrda	The food was good but the soup was cold.	kaf;hamza;ta_marbuta;sun_assim;emphatic;geminate;long_vowel;diphthong;statement	geminate سّ; sun assimilation aš-š; emphatic ط in ṭayyib; Mashriqi emphatic/gemination phonology per (watson2002)
ar-x-mashriqi-013	وَين حَطَّيت الْمِفْتَاح؟ مَا لَقِيتُه.	وين حطيت المفتاح؟ ما لقيته.	ˈwajn ħɑtˤˈtˤɑjt almifˈtaːħ ˈmaː laˈqiːtuh	Where did you put the key? I did not find it.	qaf;emphatic;pharyngeal;long_vowel;diphthong;question;negation	pan-Mashriqi wēn (brustad2000); geminate طّ; negation mā; emphatic ط
ar-x-mashriqi-014	كَم وَاحِد جَا الْبَارِحَة؟	كم واحد جا البارحة؟	ˈkam ˈwaːħid ˈdʒaː lˈbaːriħa	How many came yesterday?	jim;kaf;ta_marbuta;pharyngeal;long_vowel;question;number	ج→dʒ node rank-1 (versteegh2014); kam + number; ta_marbuta
ar-x-mashriqi-015	إِذَا جِيت بَكِّير نْرُوح سَوَا.	إذا جيت بكير نروح سوا.	ˈʔidaː ˈdʒiːt bakˈkiːr ˈnruːħ ˈsawaː	If you come early we go together.	jim;interdental;kaf;hamza;pharyngeal;geminate;long_vowel;diphthong;statement	conditional iḏa; ج→dʒ in jīt; geminate كّ; long vowels; ǧīm→[dʒ] per (watson2002)
ar-x-mashriqi-016	رُحِت الْبَارِحَة لِلسُّوق وَجِبِت سَمَك.	رحت البارحة للسوق وجبت سمك.	ˈruħit alˈbaːriħa lisˈsuːq ˈwadʒibit ˈsamak	I went to the market yesterday and got fish.	qaf;jim;kaf;ta_marbuta;pharyngeal;geminate;long_vowel;statement	past narrative; ق→q (sūq); ج→dʒ in jibt; ta_marbuta; qeltu qāf [q] and ǧīm→[dʒ] per (watson2002)
ar-x-mashriqi-017	بُكْرَة نْسَافِر الصُّبْح بَكِّير.	بكرة نسافر الصبح بكير.	ˈbukra ˈnsaːfir ɑsˤˈsˤubħ bakˈkiːr	Tomorrow we travel early in the morning.	kaf;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement	pan-Mashriqi bukra; sun assimilation aṣ-ṣ; geminate كّ; emphatic ص; Mashriqi sun-assimilation/emphatic phonology per (watson2002)
ar-x-mashriqi-018	أَلُو، مِين مَعَاي؟	ألو، مين معاي؟	ˈʔaluː ˈmiːn maˈʕaːj	Hello, who is with me?	hamza;pharyngeal;long_vowel;question	phone frame; pan-Mashriqi mīn 'who' (brustad2000); long vowel
ar-x-mashriqi-019	صَبَاح الْخَير، كِيف حَالَك؟	صباح الخير، كيف حالك؟	sˤɑˈbaːħ alˈxajr ˈkiːf ˈħaːlak	Good morning, how are you?	kaf;emphatic;pharyngeal;long_vowel;diphthong;question	greeting pair; kīf ḥālak (holes2004); aw retained in al-xayr
ar-x-mashriqi-020	الصَّبْر مِفْتَاح الْفَرَج.	الصبر مفتاح الفرج.	ɑsˤˈsˤɑbr mifˈtaːħ ˈalfaradʒ	Patience is the key to relief.	jim;sun_assim;emphatic;pharyngeal;long_vowel;statement	proverb closing; geminate صّ; emphatic ص; long vowel miftāḥ; Mashriqi emphatic/gemination phonology per (watson2002)
