id	sentence	raw	ipa	gloss_en	features	notes
ar-SA-x-qassim-011	سِير عَلَى طُول لِين تِوْصِل الدُّوَّار.	سير على طول لين توصل الدوار.	ˈsiːr ˈʕalaː ˈtˤuːl ˈliːn ˈtiwsˤil adduwˈwaːr	Go straight until you reach the roundabout.	sun_assim;emphatic;pharyngeal;geminate;long_vowel;imperative	سِير imperative + لِين 'until', Najdi register (ingham1994); الدُّوَّار geminate [ww] + sun-assim
ar-SA-x-qassim-012	الْعَشَا كَان زَيْن ومَرَّة طَيِّب.	العشا كان زين ومرة طيب.	ˈalʕaʃaː ˈkaːn ˈzeːn ˈwmarra ˈtˤajjib	The dinner was good and really tasty.	kaf;ta_marbuta;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	زَيْن→[zeːn] /aj/→[eː] monophthong (alhoody2019 p.42); كَان past; مَرَّة intensifier 'very', Najdi (ingham1994)
ar-SA-x-qassim-013	وَيْن الْمِفْتَاح؟ مَا لَقَيْتُه.	وين المفتاح؟ ما لقيته.	ˈweːn almifˈtaːħ maː laˈɡeːtuh	Where's the key? I didn't find it.	qaf;pharyngeal;long_vowel;diphthong;question;negation	وَيْن→[weːn] /aj/→[eː] monophthong, spelled with sukūn so the atom forms (alhoody2019 p.42); لَقَيْت→[laɡeːt]; مَا negation (ingham1994)
ar-SA-x-qassim-014	كَم وَاحِد جَاكُم أَمْس؟	كم واحد جاكم أمس؟	ˈkam ˈwaːħid ˈdʒaːkum ˈʔams	How many people came to you yesterday?	jim;kaf;hamza;pharyngeal;long_vowel;question;number	كَم question+number; جَا→[dʒaː] ج=/dʒ/ sedentary Najdi (ingham1994)
ar-SA-x-qassim-015	إِذَا تِبْغَى شَي قُول لِي.	إذا تبغى شي قول لي.	ˈʔiðaː ˈtibɣaː ˈʃeː ˈɡuːl liː	If you want anything, tell me.	qaf;interdental;hamza;long_vowel;diphthong;statement	إِذَا conditional; تِبْغَى Najdi 'want' + قُول imperative (ingham1994); شَي→[ʃeː]; C9 blind-judge consensus: final long vowels of ʔiða, tibɣa and the clitic li are short (ingham1994); the ʃeː reflex kept with judge 2 — gold ipa corrected on the HF set; this row's ipa stays engine-pinned and the delta is an engine lead
ar-SA-x-qassim-016	رِحْت السُّوق وشَرَيْت لِي كِيس تَمْر.	رحت السوق وشريت لي كيس تمر.	ˈriħt asˈsuːɡ wʃaˈreːt liː ˈtsiːs ˈtamr	I went to the market and bought myself a bag of dates.	qaf;kaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	شَرَيْت→[ʃareːt] Najdi 'I bought' (ingham1994), avoids the و+waṣl mater; كِيس→[tsiːs] /k/→[ts] affrication (alhoody2019 p.42; alrojaie2013); السُّوق→[assuːɡ] ق=/ɡ/ + sun-assim
ar-SA-x-qassim-017	رَاح أَسَافِر لِلرِّيَاض بَعْد بُكْرَة.	راح أسافر للرياض بعد بكرة.	ˈraːħ ʔaˈsaːfir lirriˈjɑːðˤ ˈbaʕad ˈbukra	I'm going to travel to Riyadh the day after tomorrow.	kaf;hamza;ta_marbuta;emphatic;pharyngeal;geminate;long_vowel;statement	رَاح future particle, Najdi (ingham1994); لِلرِّيَاض sun-assim [rr]; بُكْرَة 'tomorrow'
ar-SA-x-qassim-018	أَبْغَى أَتَّصِل بِصَدِيقِي بِالتِّلِفُون.	أبغى أتصل بصديقي بالتلفون.	ˈʔabɣaː ˈʔattɑsˤil bisˤɑˈdiːdziː bittiliˈfuːn	I want to call my friend on the phone.	qaf;hamza;sun_assim;emphatic;geminate;long_vowel;statement	صَدِيقِي→[sˤɑdiːdziː] /ɡ/→[dz] affrication adjacent front vowel (alhoody2019 p.42; alrojaie2013, cf. [briːdz]); /a/→[ɑ] next to emphatic ص (alhoody2019 p.42); بِالتِّلِفُون sun-assim
ar-SA-x-qassim-019	السَّلَام عَلَيْكُم، هَلَا وَاللَّه بِك.	السلام عليكم، هلا والله بك.	assaˈlaːm ʕaˈleːkum ˈhalaː ˈwallah ˈbits	Peace be upon you — welcome, glad to see you.	kaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	عَلَيْكُم→[ʕaleːkum] /aj/→[eː] monophthong (alhoody2019 p.42); بِك→[bits] /k/ affrication adjacent front vowel (alrojaie2013); هَلَا وَاللَّه greeting, Najdi (ingham1994); وَاللَّه→[wallah] (no word-final gahawa: epenthesis needs a following consonant, ingham1994 pp.15-16 NAJD_GAHAWA_h)
ar-SA-x-qassim-020	مَعَ السَّلَامَة وتَرَاك عَلَى خَيْر.	مع السلامة وتراك على خير.	ˈmaʕa ssaˈlaːma wtaˈraːk ˈʕalaː ˈxeːr	Goodbye and may you stay well.	kaf;ta_marbuta;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	خَيْر→[xeːr] /aj/→[eː] monophthong (alhoody2019 p.42); تَرَاك Najdi presentative (ingham1994); closing formula
