id	sentence	raw	ipa	gloss_en	features	notes
ar-AE-011	سِير سِيدَه وْبَعْدَين لِفّ يَمِين.	سير سيده وبعدين لف يمين.	ˈsiːr ˈsiːdah wbaʕˈdeːn ˈliff jaˈmiːn	Go straight then turn right.	pharyngeal;geminate;long_vowel;diphthong;imperative	sīr sīda 'go straight' and liff 'turn' Gulf imperatives; baʕdēn ay→eː; geminate ff (szreder_derrick2023)
ar-AE-012	الْعِيش كَان لَذِيذ وَايِد أَمْس.	العيش كان لذيذ وايد أمس.	alˈʕeːʃ ˈkaːn laˈðiːð ˈwaːjid ˈʔams	The rice was very delicious yesterday.	interdental;kaf;hamza;pharyngeal;long_vowel;statement	ʕēš 'rice/food'; laðīð interdental ð retained; wāyid intensifier (szreder_derrick2023)
ar-AE-013	وَيْن الْمِفْتَاح؟ مَا حَصَّلْتَه.	وين المفتاح؟ ما حصلته.	ˈweːn almifˈtaːħ ˈmaː ħɑsˤˈsˤɑltah	Where is the key? I did not find it.	emphatic;pharyngeal;long_vowel;diphthong;question;negation	wīn 'where'; mā negation; ḥaṣṣal 'to find/get' Gulf; geminate ṣṣ; emphatic (szreder_derrick2023); respelled وَيْن — the sukūn-gated grapheme yields the cited weːn
ar-AE-014	چَم وَلَد عِنْدَك؟	چم ولد عندك؟	ˈtʃam ˈwalad ˈʕindak	How many kids do you have?	kaf;pharyngeal;question;number	čam 'how many' with kaf→[tʃ], a completed phonemic change in Emirati (szreder_derrick2023)
ar-AE-015	لَو تِرُوح السُّوق، جِيب لِي عِيش.	لو تروح السوق، جيب لي عيش.	ˈlaw tiˈruːħ asˈsuːɡ ˈdʒiːb ˈliː ˈʕeːʃ	If you go to the market, bring me rice.	qaf;jim;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement;imperative	lō conditional; trūḥ; jīb imperative ج→[dʒ] rank-1 (yodized yib is the variant); ق→[ɡ] in sūg (szreder_derrick2023)
ar-AE-016	رِحْت الْمُول، اِشْتَرَيت هْدُوم لِلْعِيد.	رحت المول، اشتريت هدوم للعيد.	ˈriħt alˈmuːl ʔiʃtaˈreːt ˈhduːm lilˈʕiːd	I went to the mall, I bought clothes for Eid.	pharyngeal;long_vowel;diphthong;statement	riḥt 'I went'; hdūm 'clothes' Gulf; initial cluster; ay→eː in ištarēt (szreder_derrick2023)
ar-AE-017	بَاچِر بِسَافِر لَنْدَن عَلَى الطَّيَّارَة.	باچر بسافر لندن على الطيارة.	ˈbaːtʃir biˈsaːfir ˈlandan ˈʕalaː tˤtˤɑjˈjaːra	Tomorrow I will travel to London by plane.	ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	bāčir 'tomorrow' with kaf→[tʃ] (completed change); b- future prefix; emphatic ط geminate in ṭayyāra (szreder_derrick2023)
ar-AE-018	دِقّ لِي تِلِفُون لَمَّا تُوصَل.	دق لي تلفون لما توصل.	ˈdiɡɡ ˈliː tiliˈfuːn ˈlammaː ˈtuːsˤɑl	Call me when you arrive.	qaf;emphatic;geminate;long_vowel;imperative	diqq 'to phone/ring' Gulf, ق→[ɡ] geminate ɡɡ; emphatic ص in tūṣal (szreder_derrick2023)
ar-AE-019	السَّلَام عَلَيكُم، شْحَالَك؟ اللَّه يْحَيِّيك.	السلام عليكم، شحالك؟ الله يحييك.	assaˈlaːm ʕaˈleːkum ˈʃħaːlak ˈallah jħajˈjiːk	Peace be upon you, how are you? May God keep you.	kaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;question	šḥālak Emirati greeting; ay→eː in ʕalēkum; yḥayyīk response formula, geminate yy (szreder_derrick2023)
ar-AE-020	اللِّي مَا يِعْرِف الصَّقَر يِشْوِيه.	اللي ما يعرف الصقر يشويه.	ˈalliː ˈmaː ˈjiʕrif ˈɑsˤsˤɑɡar jiʃˈwiːh	He who does not know the falcon grills it.	qaf;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement;negation	Emirati proverb; ق→[ɡ] in ṣagar 'falcon'; mā negation; emphatic ṣ; sun-assim aṣ-ṣ (szreder_derrick2023)
