id	sentence	raw	ipa	gloss_en	features	notes
ar-LB-011	لِفّ عَ الْيَمِين وْكَمِّل دُغْرِي.	لف ع اليمين وكمل دغري.	ˈliff ˈʕa iljaˈmiːn ˈwkammil ˈduɣriː	Turn right and keep going straight.	kaf;pharyngeal;geminate;long_vowel;imperative	liff/kammil imperatives, duɣri 'straight' (cowell1964); ʕa l-yamīn (cowell1964)
ar-LB-012	الْأَكِل كَان طَيِّب كْتِير مْبَارِح.	الأكل كان طيب كتير مبارح.	ˈalʔakil ˈkeːn ˈtˤajjib ˈktiːr ˈmbaːriħ	The food was very good yesterday.	kaf;hamza;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	kān→kēn, mbāreḥ→mbēriḥ imala (almbark2015; fadda2016); ṭayyib emphatic + geminate glide ktīr 'very' (cowell1964)
ar-LB-013	لْوَين رَايِح؟ مَا بَعْرِف لِسَّا.	لوين رايح؟ ما بعرف لسا.	ˈlweːn ˈraːjiħ ˈmaː ˈbaʕrif ˈlisseː	Where are you headed? I don't know yet.	pharyngeal;geminate;long_vowel;diphthong;question;negation	lwēn 'where to', ay→eː monophthong (almbark2015; fadda2016); mā baʕrif negation, lissa 'yet' (cowell1964)
ar-LB-014	كَم وَلَد عِنْدَك بِالْمَدْرَسِة؟	كم ولد عندك بالمدرسة؟	ˈkam ˈwalad ˈʕindak bilˈmadrase	How many children do you have at school?	kaf;ta_marbuta;pharyngeal;question;number	kam + singular walad (cowell1964); ʕindak possessive (cowell1964); final -a→e imala madrase (fadda2016)
ar-LB-015	إِزَا بْتِجِي بُكْرَا مْنِحْكِي.	إزا بتجي بكرا منحكي.	ˈʔizeː ˈbtiʒiː ˈbukra ˈmniħkiː	If you come tomorrow, we'll talk.	jim;kaf;hamza;pharyngeal;long_vowel;diphthong;statement	iza conditional, spelled إزا for the [z] reflex (cowell1964); btiji ج→ʒ; mn- 1pl mniḥki (cowell1964); bukra→bukreː imala (almbark2015)
ar-LB-016	رِحِت عَ السُّوق وِشْتَرَيْت خُضْرَة وْفَاكِهَة.	رحت ع السوق وشتريت خضرة وفاكهة.	ˈriħit ˈʕa sˈsuːʔ wiʃtaˈreːt ˈxudˤre ˈwfeːkiha	I went to the market and bought vegetables and fruit.	qaf;kaf;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	riḥit 1sg past, ishtarēt ay→eː (almbark2015); ʕa s-sūʔ ق→ʔ + article assimilation (cowell1964; fadda2016); fākiha→fēkihe imala
ar-LB-017	رَح سَافِر عَ فَرَنْسَا الشَّهْر الْجَاي.	رح سافر ع فرنسا الشهر الجاي.	ˈraħ ˈseːfir ˈʕa faˈransa ʃˈʃahr ilˈʒaːj	I'll travel to France next month.	jim;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	raḥ future particle, sāfir→sēfir imala (almbark2015); iš-šahr ij-jāy 'next month' (cowell1964)
ar-LB-018	دَقِّيْلِي تِلِفُون لَمَّا تُوصَل.	دقيلي تلفون لما توصل.	daʔˈʔiːliː tiliˈfuːn ˈlammeː ˈtuːsˤɑl	Call me when you arrive.	qaf;emphatic;geminate;long_vowel;diphthong;imperative	daʔʔīli 'give me a call' ق→ʔ + geminate (fadda2016); lamma tūṣal, emphatic ṣ backing (watson2002)
ar-LB-019	صَبَاح الْخَير! صَبَاح النُّور.	صباح الخير! صباح النور.	sˤɑˈbaːħ alˈxeːr sˤɑˈbaːħ anˈnuːr	Good morning! Good morning (reply).	sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	ṣabāḥ el-xēr / ṣabāḥ en-nūr greeting pair; ā blocked before ħ (LB_IMALA_BLOCK_GUTT); ay→eː xēr (almbark2015)
ar-LB-020	الْقِرْش الْأَبْيَض بْيِنْفَع لَلْيَوم الْأَسْوَد.	القرش الأبيض بينفع لليوم الأسود.	ilˈʔirʃ alˈʔabjɑdˤ ˈbjinfaʕ lalˈjoːm alˈʔaswad	The white piastre is useful on the black day (save for a rainy day).	qaf;hamza;emphatic;pharyngeal;long_vowel;diphthong;statement	proverb (cowell1964); ق→ʔ il-ʔirš; aw→oː la-l-yōm (almbark2015); emphatic ḍ abyaḍ backing (watson2002)
