id	sentence	raw	ipa	gloss_en	features	notes
ar-EG-011	اِمْشِي عَلَى طُول وِبَعْدَين حَوِّد يِمِين عَنْد الْجَامِع.	امشي على طول وبعدين حود يمين عند الجامع.	ˈʔimʃiː ˈʕalaː ˈtˤuːl wibaʕˈdeːn ˈħawwid jiˈmiːn ˈʕand alˈɡaːmiʕ	Go straight ahead and then turn right at the mosque.	jim;emphatic;pharyngeal;geminate;long_vowel;diphthong;imperative	imperatives imshi/hawwid (badawi-hinds1986 s.v. حود); wi-baʕdeen with ay→eː; gaamiʕ with g
ar-EG-012	اَلْأَكْل كَان حِلْو بَسّ الشُّورْبَة كَانِت سَاقْعَة.	الأكل كان حلو بس الشوربة كانت ساقعة.	alˈʔakl ˈkaːn ˈħilw ˈbass aʃˈʃuːrba ˈkaːnit ˈsaːʔʕa	The food was nice but the soup was cold.	qaf;kaf;hamza;ta_marbuta;sun_assim;pharyngeal;geminate;long_vowel;statement	bass 'but'; saqʕa 'cold' with q→ʔ (badawi-hinds1986 s.v. ساقع); kaanit feminine
ar-EG-013	فَين حَطَّيت الْمُفْتَاح؟ مِش لَاقِيه.	فين حطيت المفتاح؟ مش لاقيه.	ˈfeːn ħɑtˤˈtˤeːt almufˈtaːħ ˈmiʃ laːˈʔiːh	Where did you put the key? I can't find it.	qaf;emphatic;pharyngeal;long_vowel;diphthong;question;negation	feen with ay→eː (watson2002 ch.2); hatteet 2sg perfect; mish + active participle negation
ar-EG-014	كَام وَاحِد جَه اِمْبَارِح؟ جُم سَبْعَة.	كام واحد جه امبارح؟ جم سبعة.	ˈkaːm ˈwaːħid ˈɡah ʔimˈbaːriħ ˈɡum ˈsabʕa	How many came yesterday? Seven came.	jim;kaf;ta_marbuta;pharyngeal;long_vowel;question;number	kam waahid; geh/gum suppletive 'come' with g (badawi-hinds1986 s.v. جه); imbaarih
ar-EG-015	لَو جَيت بَدْرِي نِرُوح مَعَ بَعْض.	لو جيت بدري نروح مع بعض.	ˈloː ˈɡeːt ˈbadriː niˈruːħ ˈmaʕa ˈbaʕdˤ	If you come early we go together.	jim;emphatic;pharyngeal;long_vowel;diphthong;statement	law conditional (surface [loː] by the regular EG_MONO_AW rule — law~loː variation, badawi-hinds1986); geet with ay→eː
ar-EG-016	رُحْت اِمْبَارِح لِلسُّوق وِجِبْت سَمَك طَازَة.	رحت امبارح للسوق وجبت سمك طازة.	ˈruħt ʔimˈbaːriħ lisˈsuːʔ wiˈɡibt ˈsamak ˈtˤɑːza	I went to the market yesterday and got fresh fish.	qaf;jim;kaf;ta_marbuta;emphatic;pharyngeal;geminate;long_vowel;statement	past narrative; is-suuʔ with q→ʔ; wi-gibt; taaza (badawi-hinds1986 s.v. طازة)
ar-EG-017	بُكْرَة حَنْسَافِر الصُّبْح بَدْرِي.	بكرة حنسافر الصبح بدري.	ˈbukra ħanˈsaːfir ɑsˤˈsˤubħ ˈbadriː	Tomorrow we travel early in the morning.	kaf;ta_marbuta;sun_assim;emphatic;pharyngeal;long_vowel;statement	bukra; ha- future prefix (badawi-hinds1986; mitchell1956); emphatic s in is-subh
ar-EG-018	أَلُو، مِين مَعَايَا؟ ثَانْيَة وَاحْدَة.	ألو، مين معايا؟ ثانية واحدة.	ˈʔaluː ˈmiːn maˈʕaːjaː ˈtaːnja ˈwaːħda	Hello, who is this? One second.	interdental;hamza;ta_marbuta;pharyngeal;long_vowel;question	miin question; maʕaaya 1sg; tanya with th→t stop reflex (watson2002)
ar-EG-019	صَبَاح الْخَير، عَامِل إِيه اِنَّهَارْدَة؟ اَلْحَمْدُ لِلَّه.	صباح الخير، عامل إيه انهاردة؟ الحمد لله.	sˤɑˈbaːħ alˈxeːr ˈʕaːmil ˈʔiːh ʔinnaˈhaːrda lˈħamdu ˈlillah	Good morning, how are you doing today? Praise God.	hamza;ta_marbuta;emphatic;pharyngeal;geminate;long_vowel;diphthong;question	ʕaamil eeh greeting frame (badawi-hinds1986 s.v. ايه); il-kheer with ay→eː; formulaic il-hamdu lillah
ar-EG-020	اَلصَّبْر طَيِّب يَا صَاحْبِي.	الصبر طيب يا صاحبي.	ɑsˤˈsˤɑbr ˈtˤajjib ˈjaː ˈsˤɑːħbiː	Patience is good, my friend.	sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	proverb-like closing; emphatic backing in is-sabr; sahbi vocative (badawi-hinds1986 s.v. صاحب)
