id	sentence	raw	ipa	gloss_en	features	notes
ar-QA-011	سِير سِيدَة عُقُب لِف يَمِين.	سير سيدة عقب لف يمين.	ˈsiːr ˈsiːda ˈʕuɡub ˈlif jaˈmiːn	Go straight then turn right.	qaf;ta_marbuta;pharyngeal;long_vowel;imperative	sīda 'straight', ʕugub 'then/after', lif 'turn' — Gulf motion lexicon (albalushi2016); ق=/ɡ/ in ʕugub
ar-QA-012	المَچْبُوس كَان لَذِيذ وَايِد.	المچبوس كان لذيذ وايد.	almatʃˈbuːs ˈkaːn laˈðiːð ˈwaːjid	The machboos was very tasty.	interdental;kaf;long_vowel;statement	machbūs (national dish) — kaf-affrication ك→[tʃ] before /b.../ stem vowel (alshammari2026); waːjid intensifier (albalushi2016)
ar-QA-013	وَيْن أَحْمَد؟ مُو هِنِي.	وين أحمد؟ مو هني.	ˈweːn ˈʔaħmad muː ˈhiniː	Where is Ahmad? He is not here.	hamza;pharyngeal;long_vowel;diphthong;question;negation	wīn 'where' (Gulf variant, kept as long ī to avoid the وَيْ diphthong seam), hinī 'here', muu negation (albalushi2016); pharyngeal ħ; respelled وَيْن — the sukūn-gated grapheme yields the cited weːn
ar-QA-014	كَم عِيَال عِنْدَك؟	كم عيال عندك؟	ˈkam ʕiˈjaːl ˈʕindak	How many kids do you have?	kaf;pharyngeal;long_vowel;question;number	ʕiyāl 'kids', ʕindak 'you have' (Gulf; albalushi2016); plain /k/ in kam (no affrication — [-high] /a/ blocks it, alshammari2026)
ar-QA-015	إِذَا جِيت بَاچِر نِرُوح البَحَر.	إذا جيت باچر نروح البحر.	ˈʔiðaː ˈdʒiːt ˈbaːtʃir niˈruːħ ˈalbaħar	If you come tomorrow, we'll go to the sea.	jim;interdental;hamza;pharyngeal;long_vowel;statement	jīt 'you came', n(i)rūḥ 'we go' conditional (Gulf; albalushi2016); bāchir kaf-affrication (alshammari2026)
ar-QA-016	أَمْس رِحْت السُّوق وشَرَيت سِمَچ.	أمس رحت السوق وشريت سمچ.	ˈʔams ˈriħt asˈsuːɡ wʃaˈreːt ˈsimatʃ	Yesterday I went to the market and bought fish.	qaf;hamza;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	riħt 'I went', sharēt 'I bought', simach 'fish' — final kaf-affrication ك→[tʃ] (alshammari2026); proclitic w-sharēt avoids the wāw+wasl mater seam; sun assim as-s (albalushi2016)
ar-QA-017	الأُسْبُوع الْيَاي بِسَافِر دُبَي.	الأسبوع الياي بسافر دبي.	alʔusˈbuːʕ alˈjaːj biˈsaːfir ˈdubeː	Next week I'll travel to Dubai.	hamza;pharyngeal;long_vowel;diphthong;statement	al-yāy 'the coming/next', b-isāfir future proclitic (Gulf; albalushi2016); ay→eː monophthong in dubeː
ar-QA-018	دِقّ لِي تِلِفُون اللَّيْلَة.	دق لي تلفون الليلة.	ˈdiɡɡ liː tiliˈfuːn alˈleːla	Call me tonight.	qaf;ta_marbuta;sun_assim;geminate;long_vowel;diphthong;imperative	digg tilifōn 'ring/phone' imperative, al-lēla 'tonight' (Gulf; albalushi2016); ق=/ɡ/ geminate diɡɡ; ay→eː leːla; sun assim al-l
ar-QA-019	السَّلَام عَلَيْكُم. وَعَلَيْكُم السَّلَام.	السلام عليكم. وعليكم السلام.	assaˈlaːm ʕaˈleːkum waʕaˈleːkum assaˈlaːm	Peace be upon you. And upon you peace.	kaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	greeting adjacency pair; ay→eː monophthong ʕaleːkum (albalushi2016); sun assim as-s; geminate ll
ar-QA-020	اللِّي مَا يِعْرِفَك يِجْهَلَك.	اللي ما يعرفك يجهلك.	ˈalliː maː ˈjiʕrifak ˈjidʒhalak	He who doesn't know you belittles you.	jim;kaf;sun_assim;pharyngeal;geminate;long_vowel;statement	proverb closing; illi relative + preformative yi- imperfect (Gulf; albalushi2016); ج=/dʒ/ in jidʒhalak; geminate ll
