id	sentence	raw	ipa	gloss_en	features	notes
ar-TN-011	أَمْشِي دُغْرِي وْدَوَّرْ عَ الْيَسَار قُدَّام الْجَامِع.	أمشي دغري ودور ع اليسار قدام الجامع.	ˈʔamʃiː ˈduɣriː ˈwdawwar ˈʕa ljaˈsaːr qudˈdɛːm alˈʒɛːmiʕ	Go straight and turn left in front of the mosque.	qaf;jim;hamza;pharyngeal;geminate;long_vowel;diphthong;imperative	imperative chain amšī/dawwar; ج=/ʒ/ sedentary Maghrebi reflex, no occlusive onset (watson2002 p.16); imāla raises jāmiʕ→[ʒɛːmiʕ] and quddām→[quddɛːm] (gibson2009); dawwar keeps its geminate /ww/.
ar-TN-012	الْمَاكْلَة الّي كْلِينَا الْبَارِح كَانِت بَاهْيَة بَرْشَة.	الماكلة الي كلينا البارح كانت باهية برشة.	alˈmɛːkla ˈalliː ˈkliːnɛː alˈbaːriħ ˈkɛːnit ˈbɛːhja ˈbarʃa	The food we ate yesterday was very good.	kaf;ta_marbuta;pharyngeal;geminate;long_vowel;statement	past evaluation: mākla 'food', bāriḥ 'yesterday', barša 'a lot' (Tunis); imāla raised in mākla→[mɛːkla], kānit→[kɛːnit], bāhya→[bɛːhja] but blocked before /r/ in bāriḥ→[baːriħ] (singer1984, gibson2009).
ar-TN-013	وِين مْشِيت الْبَارِح؟ مَا لْقِيتْش صَاحْبِك فِي الدّار.	وين مشيت البارح؟ ما لقيتش صاحبك في الدار.	ˈwiːn ˈmʃiːt alˈbaːriħ ˈmɛː ˈlqiːtʃ ˈsˤɑːħbik ˈfiː dˈdaːr	Where did you go yesterday? I didn't find your friend at home.	qaf;kaf;sun_assim;emphatic;pharyngeal;geminate;long_vowel;question;negation	wīn 'where' + mā...š negation (Tunis; singer1984); ق=/q/ retained (lqīt); emphatic backing in ṣāḥbik→[sˤɑːħbik]; dār→[daːr] imāla blocked before /r/ (gibson2009).
ar-TN-014	قَدَّاش عَنْدِك مِن وْلَاد؟ عَنْدِي زُوز.	قداش عندك من ولاد؟ عندي زوز.	qadˈdɛːʃ ˈʕandik ˈmin ˈwlɛːd ˈʕandiː ˈzuːz	How many children do you have? I have two.	qaf;kaf;pharyngeal;geminate;long_vowel;question;number	qaddāš 'how many'; zūz 'two' < *zawj by long-distance sibilant harmony (singer1984:9); imāla raises qaddāš→[qadˈdɛːʃ] and wlād→[wlɛːd] (gibson2009).
ar-TN-015	كَان تْجِي غُدْوَة، نَمْشِيوْ لِلسُّوق مَعَ بَعْضْنَا.	كان تجي غدوة، نمشيو للسوق مع بعضنا.	ˈkɛːn ˈtʒiː ˈɣudwa namˈʃiːw lisˈsuːq ˈmaʕa ˈbaʕdˤnɛː	If you come tomorrow, we'll go to the market together.	qaf;jim;kaf;ta_marbuta;emphatic;pharyngeal;geminate;long_vowel;statement	conditional kān 'if' + ġudwa 'tomorrow' (Tunis; singer1984); n-...-w 1pl imperfect namšīw; ق=/q/ retained in sūq; imāla raises kān→[kɛːn] (gibson2009).
ar-TN-016	الْبَارِح مْشِيت لِلسُّوق وْشْرِيت خُبْز وْزِيت وْطَمَاطِم.	البارح مشيت للسوق وشريت خبز وزيت وطماطم.	alˈbaːriħ ˈmʃiːt lisˈsuːq ˈwʃriːt ˈxubz ˈwziːt wtˤɑˈmɑːtˤim	Yesterday I went to the market and bought bread, oil and tomatoes.	qaf;emphatic;pharyngeal;geminate;long_vowel;statement	past-narrative shopping: mšīt 'I went', šrīt 'I bought', ṭamāṭim 'tomatoes' (Tunis); bāriḥ→[baːriħ] imāla blocked before /r/; emphatic backing in ṭamāṭim→[tˤɑmɑːtˤim] (singer1984); sūq /q/ retained (gibson2009).
ar-TN-017	غُدْوَة بَاش نْسَافْرُوا لْصَفَاقُس بِالْكَار.	غدوة باش نسافروا لصفاقس بالكار.	ˈɣudwa ˈbɛːʃ ˈnsɛːfruː lsˤɑˈfaːqus bilˈkaːr	Tomorrow we will travel to Sfax by bus.	qaf;kaf;ta_marbuta;emphatic;long_vowel;statement	future particle bāš + ġudwa 'tomorrow' (Tunis; singer1984); kār 'bus' (Romance adstrate); imāla raised in bāš→[bɛːʃ], nsāfrū→[nsɛːfruː] but blocked under emphasis in ṣfāqus→[sˤɑfaːqus] and before /r/ in kār→[kaːr] (gibson2009).
ar-TN-018	عَيَّطْلِي فِي التِّيلِيفُون قَبْل مَا تْجِي، يَعَيْشِك.	عيطلي في التيليفون قبل ما تجي، يعيشك.	ʕajˈjɑtˤliː ˈfiː ttiːliːˈfuːn ˈqabl ˈmɛː ˈtʒiː jaˈʕiːʃik	Call me on the phone before you come, please.	qaf;jim;kaf;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;imperative	ʕayyaṭ 'to phone/call' imperative, keeping its geminate /jj/; yaʕayšik politeness with the cited ay→iː monophthongisation → [jaʕiːʃik] (gibson2009 monophthong rule; singer1984); sun-letter assimilation written on ت.
ar-TN-019	عَسْلَامَة، شْنُوَّة أَحْوَالِك؟ الْحَمْدُ لِلَّه لَبَاس.	عسلامة، شنوة أحوالك؟ الحمد لله لباس.	ʕasˈlɛːma ˈʃnuwwa ʔaħˈwɛːlik alˈħamdu ˈlillah laˈbɛːs	Hello, how are you? Praise God, fine.	kaf;hamza;ta_marbuta;pharyngeal;geminate;long_vowel;question	greeting adjacency pair: ʕaslāma / šnuwwa aḥwālik / lābās Tunis formulae (singer1984); šnuwwa keeps geminate /ww/; imāla raises ʕaslāma→[ʕaslɛːma], aḥwālik→[ʔaħwɛːlik], lābās→[laˈbɛːs] (gibson2009).
ar-TN-020	الّي فَات مَات، وْرَبّي يْسَهِّل عْلِيك.	الي فات مات، وربي يسهل عليك.	ˈalliː ˈfɛːt ˈmɛːt ˈwrabbiː ˈjsahhil ˈʕliːk	What's past is past, and may God make it easy for you.	kaf;pharyngeal;geminate;long_vowel;statement	closing proverb 'illī fāt māt'; imāla raises fāt→[fɛːt] and māt→[mɛːt] (singer1984, gibson2009); geminates rabbī, ysahhil kept.
