id	sentence	raw	ipa	gloss_en	features	notes
ar-SD-011	أَمْشِي سِيدَة وَلِف يَمِين عِنْد الْجَامِع.	أمشي سيدة ولف يمين عند الجامع.	ˈʔamʃiː ˈsiːda ˈwalif jaˈmiːn ˈʕind alˈɟaːmiʕ	Go straight and turn right at the mosque.	jim;hamza;ta_marbuta;pharyngeal;long_vowel;imperative	imperatives amshi/liff, sīda 'straight ahead' (dickins2007); ج=/ɟ/ in jāmiʕ
ar-SD-012	الْأَكِل كَان لَذِيذ مَرَّة، أَكَلْنَا كِسْرَة بِالْمُلَاح.	الأكل كان لذيذ مرة، أكلنا كسرة بالملاح.	ˈalʔakil ˈkaːn laˈdiːd ˈmarra ʔaˈkalnaː ˈkisra bilmuˈlaːħ	The food was really delicious, we ate kisra with mulah.	interdental;kaf;hamza;ta_marbuta;pharyngeal;geminate;long_vowel;statement	kisra sorghum flatbread, mulāḥ stew, marra intensifier (dickins2007); ذ→d interdental merger in laẕīẕ→ladīd (leddycecere2021)
ar-SD-013	وَيْن مِفْتَاح الْبَيت؟ مَا لَقَيْتُو خَالِص.	وين مفتاح البيت؟ ما لقيتو خالص.	ˈweːn mifˈtaːħ alˈbeːt maː laˈɡeːtuː ˈxaːlisˤ	Where is the house key? I didn't find it at all.	qaf;sun_assim;emphatic;pharyngeal;long_vowel;diphthong;question;negation	wēn 'where', ma...khāliṣ 'not at all' (dickins2007); ق=/ɡ/ in lagēto; retained diphthong aj in wēn/lagēto (youssef2021)
ar-SD-014	كَم وَلَد عِنْدَك فِي الْمَدْرَسَة؟	كم ولد عندك في المدرسة؟	ˈkam ˈwalad ˈʕindak fiː lˈmadrasa	How many children do you have at school?	kaf;ta_marbuta;pharyngeal;long_vowel;question;number	kam interrogative quantifier (dickins2007); ta marbuta madrasa
ar-SD-015	لَو جِيت بَدْرِي، كُنَّا مَشَينَا سَوَا لِلسُّوق.	لو جيت بدري، كنا مشينا سوا للسوق.	ˈloː ˈɟiːt ˈbadriː ˈkunnaː maˈʃeːnaː ˈsawaː lisˈsuːɡ	If you had come early, we'd have gone to the market together.	qaf;jim;kaf;geminate;long_vowel;diphthong;statement	law-conditional; badri 'early', sawa 'together' (dickins2007); ج=/ɟ/ in jīt; ق=/ɡ/ in sūg; geminate kunna
ar-SD-016	أَمْس رُحْت السُّوق، اِشْتَرَيت خُضَار وَلَحَمَة.	أمس رحت السوق، اشتريت خضار ولحمة.	ˈʔams ˈruħt asˈsuːɡ ʔiʃtaˈreːt xuˈdˤɑːr waˈlaħama	Yesterday I went to the market and bought vegetables and meat.	qaf;hamza;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	ams 'yesterday', laḥama with epenthesis (dickins2007); ق=/ɡ/ in sūg; sun assim as-s
ar-SD-017	بُكْرَة بِنِسَافِر لِمَدَنِي بِالْبَاص الصُّبُح.	بكرة بنسافر لمدني بالباص الصبح.	ˈbukra biniˈsaːfir liˈmadaniː bilˈbɑːsˤ ˈɑsˤsˤubuħ	Tomorrow we'll travel to Madani by bus in the morning.	kaf;ta_marbuta;sun_assim;emphatic;pharyngeal;long_vowel;statement	b-imperfect future binsāfir (dickins2007); Wad Madani toponym; bāṣ loan; sun assim aṣ-ṣ
ar-SD-018	كَلِّمْنِي فِي التِّلِفُون لَمَّا تُوصَل الْبَيت.	كلمني في التلفون لما توصل البيت.	kalˈlimniː fiː ttiliˈfoːn ˈlammaː ˈtuːsˤɑl alˈbeːt	Call me on the phone when you get home.	kaf;sun_assim;emphatic;geminate;long_vowel;diphthong;imperative	imperative kallimni, lamma 'when' (dickins2007); geminates ll/mm; sun assim at-t
ar-SD-019	السَّلَام عَلَيْكُم يَا زُول. وَعَلَيْكُم السَّلَام، أَهْلًا وَسَهْلًا.	السلام عليكم يا زول. وعليكم السلام، أهلا وسهلا.	assaˈlaːm ʕaˈleːkum jaː ˈzuːl waʕaˈleːkum assaˈlaːm ˈʔahlan waˈsahlan	Peace be upon you, man. And peace upon you, welcome.	kaf;hamza;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	greeting adjacency pair; zōl vocative (dickins2007); sun assim as-s
ar-SD-020	الصَّبِر مِفْتَاح الْفَرَج، وَالْعَاقِبَة دَايْمًا سَلَامَة.	الصبر مفتاح الفرج، والعاقبة دايما سلامة.	ˈɑsˤsˤɑbir mifˈtaːħ ˈalfaraɟ walˈʕaːɡiba ˈdaːjman saˈlaːma	Patience is the key to relief, and the outcome is always safe.	qaf;jim;ta_marbuta;sun_assim;emphatic;pharyngeal;long_vowel;statement	proverb closing; ṣabir with epenthesis (dickins2007); ج=/ɟ/ in faraj; ق=/ɡ/ in ʕāqiba; sun assim aṣ-ṣ
