id	sentence	raw	ipa	gloss_en	features	notes
ar-MA-011	دُوز مِنْ هْنَا وْدُور عَ الْيْمِين.	دوز من هنا ودور ع اليمين.	ˈduːz ˈmən ˈhnaː ˈwduːr ˈʕa ljˈmiːn	Pass by here and turn to the right.	pharyngeal;long_vowel;imperative	Darija imperatives duz 'pass', dur 'turn' (harrell1962); hna 'here' (Darija, not MSA hunā); ʕa + article proclitic; short high /i/ reduces to schwa before a cluster — weak-position syncope (heath2020; watson2002)
ar-MA-012	الْمَاكْلَة كَانْت بْنِينَة بْزَّاف الْبَارِح.	الماكلة كانت بنينة بزاف البارح.	alˈmaːkla ˈkaːnt ˈbniːna ˈbzzaːf alˈbaːriħ	The food was very tasty yesterday.	kaf;ta_marbuta;pharyngeal;geminate;long_vowel;statement	makla 'food', bnin/bnina 'tasty', bzzaf 'a lot', l-bariḥ 'yesterday' (harrell1962); geminate zz
ar-MA-013	فِينْ مْشَاو؟ مَا جَاوْش الْيُوم.	فين مشاو؟ ما جاوش اليوم.	ˈfiːn ˈmʃaːuː ˈmaː ˈʒaːwʃ alˈjuːm	Where did they go? They didn't come today.	jim;long_vowel;question;negation	fin 'where', mšaw 'they went', circumfix negation ma-…-š (harrell1962); ج=/ʒ/ fricative (heath2020)
ar-MA-014	شْحَال مِنْ وَلْد عَنْدَك؟	شحال من ولد عندك؟	ˈʃħaːl ˈmən ˈwald ˈʕandak	How many children do you have?	kaf;pharyngeal;long_vowel;question;number	šḥal mn 'how many' governs a singular count noun (harrell1962); wld 'child/son'; pharyngeal ḥ; short high /i/ reduces to schwa before a cluster — weak-position syncope (heath2020; watson2002)
ar-MA-015	إِلَا جِيتِي غَدَّا، نْمْشِيو مْعَ بْعْضِيَّتْنَا.	إلا جيتي غدا، نمشيو مع بعضيتنا.	ˈʔilaː ˈʒiːtiː ˈɣaddaː ˈnmʃiːuː ˈmʕa bʕdˤijˈjatnaː	If you come tomorrow, we will go together.	jim;hamza;emphatic;pharyngeal;geminate;long_vowel;statement	ila 'if' conditional, jiti 'you came', ghadda 'tomorrow'; n-…-u 1pl imperfect nmšiw (ennaji2004); bʕḍiyyatna 'together'; geminate jj
ar-MA-016	الْبَارِح مْشِيت لْلْمْدِينَة وْشْرِيت جَلَّابَة جْدِيدَة.	البارح مشيت للمدينة وشريت جلابة جديدة.	alˈbaːriħ ˈmʃiːt ˈllmdiːna ˈwʃriːt ʒalˈlaːba ˈʒdiːda	Yesterday I went to the old city and bought a new jellaba.	jim;ta_marbuta;pharyngeal;geminate;long_vowel;statement	mšit 1sg past, jellaba 'robe', jdida 'new'; heavy onset clusters mš-/šr-/jd- from short-vowel syncope (heath2020); geminate ll
ar-MA-017	غَادِي نْسَافِر لِفْرَانْسَا فْالصِّيف الْجَاي.	غادي نسافر لفرانسا فالصيف الجاي.	ˈɣaːdiː ˈnsaːfir ləfˈraːnsaː fɑsˤˈsˤiːf alˈʒaːj	I am going to travel to France next summer.	jim;sun_assim;emphatic;long_vowel;statement	ghadi future particle + n- imperfect (ennaji2004); ṣ-ṣif 'the summer' sun-assimilated; l-jay 'coming/next'; short high /i/ reduces to schwa before a cluster — weak-position syncope (heath2020; watson2002)
ar-MA-018	عَيَّطْ لِيَّ فْالتّْلِيفُون مْنِين تُوصَل.	عيط لي فالتليفون منين توصل.	ˈʕajjɑtˤ ˈlijja fattliːˈfuːn ˈmniːn ˈtuːsˤɑl	Call me on the phone when you arrive.	sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;imperative	ʕayyaṭ 'call' imperative, mnin 'when', tuṣal 'you arrive' (harrell1962); geminate jj/ll; ط emphatic
ar-MA-019	السّْلَامْ عْلِيكُم، أَشْ خْبَارَك؟ الْحَمْدُ لِلّاه كُلْشِي مْزْيَان.	السلام عليكم، أش خبارك؟ الحمد للاه كلشي مزيان.	assˈlaːm ˈʕliːkum ˈʔaʃ ˈxbaːrak alˈħamdu lilˈlaːh ˈkulʃiː ˈmzjaːn	Peace be upon you, how are you? Praise God, everything is fine.	kaf;hamza;sun_assim;pharyngeal;geminate;long_vowel;question;statement	s-slam ʕlikum + response pair; ash xbarak 'how are you', kulshi mzyan 'everything fine' (harrell1962); frozen ḥamdu-lillah formula
ar-MA-020	اللِّي فَاتْ مَاتْ.	اللي فات مات.	ˈalliː ˈfaːt ˈmaːt	What has passed is dead.	sun_assim;geminate;long_vowel;statement	Darija proverb lli fat mat; relative particle əlli (harrell1962); ث→t / stop reflexes throughout
