id	sentence	raw	ipa	gloss_en	features	notes
ar-x-maghrebi-011	سِير نِيشَان وْمِن بَعْد دُور عَ الْيَمِين.	سير نيشان ومن بعد دور ع اليمين.	ˈsiːr niːˈʃaːn ˈwmin ˈbaʕd ˈduːr ʕa ljaˈmiːn	Go straight and then turn to the right.	pharyngeal;long_vowel;imperative	pan-Maghrebi nīshān 'straight' (heath2002); imperative sir; aw... ay retained; ق absent
ar-x-maghrebi-012	الْمَاكْلَة كَانَت بَنِينَة بَصَّح الشُّرْبَة كَانَت بَارْدَة.	الماكلة كانت بنينة بصح الشربة كانت باردة.	alˈmaːkla ˈkaːnat baˈniːna ˈbɑsˤsˤɑħ aʃˈʃurba ˈkaːnat ˈbaːrda	The food was tasty but the soup was cold.	kaf;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement	pan-Maghrebi bnīn 'tasty' + baṣṣaḥ 'but' (souag2005; marcais1977); geminate صّ; sun assimilation aš-š
ar-x-maghrebi-013	فَايْن حَطِّيت السَّارُوت؟ مَا لْقِيتُهْش.	فاين حطيت الساروت؟ ما لقيتهش.	ˈfaːjn ħɑtˤˈtˤiːt assaːˈruːt maː lqiːˈtuhʃ	Where did you put the key? I did not find it.	qaf;sun_assim;emphatic;pharyngeal;geminate;long_vowel;question;negation	pan-Maghrebi fāyn 'where' + sārūt 'key' (heath2002); ma-...-š negation; ق→q in lqīt; geminate طّ
ar-x-maghrebi-014	شْحَال مِن وَاحَد جَا الْبَارَح؟	شحال من واحد جا البارح؟	ˈʃħaːl min ˈwaːħad ˈʒaː lˈbaːraħ	How many came yesterday?	jim;pharyngeal;long_vowel;question;number	pan-Maghrebi shḥāl 'how many' + l-bāreḥ (marcais1977); ج→ʒ node rank-1 (guerrero2019); number question
ar-x-maghrebi-015	إِلَا جِيتِي بَكْرِي نْمْشِيو مْعَ بَعْضْنَا.	إلا جيتي بكري نمشيو مع بعضنا.	ˈʔilaː ˈʒiːtiː ˈbakriː ˈnmʃiːuː ˈmʕa ˈbaʕdˤnaː	If you come early we go together.	jim;kaf;hamza;emphatic;pharyngeal;long_vowel;statement	conditional ila; ج→ʒ in jīt; n-...-u 1pl imperfect (marcais1977); initial clusters
ar-x-maghrebi-016	مْشِيت الْبَارَح لِلسُّوق وْشْرِيت الْحُوت.	مشيت البارح للسوق وشريت الحوت.	ˈmʃiːt alˈbaːraħ lisˈsuːq ˈwʃriːt alˈħuːt	I went to the market yesterday and bought fish.	qaf;pharyngeal;geminate;long_vowel;statement	pan-Maghrebi mshīt 'I went' + ḥūt 'fish' (heath2002); ق→q (sūq); shri; past narrative
ar-x-maghrebi-017	غَدَّا نْسَافْرُو الصْبَاح بَكْرِي.	غدا نسافرو الصباح بكري.	ˈɣaddaː ˈnsaːfruː lsˤˈbaːħ ˈbakriː	Tomorrow we travel early in the morning.	kaf;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement	pan-Maghrebi ghadda 'tomorrow' (marcais1977); n-...-u 1pl; geminate دّ; sun assimilation aṣ-ṣ
ar-x-maghrebi-018	أَلُو، شْكُون مْعَايَ؟	ألو، شكون معاي؟	ˈʔaluː ˈʃkuːn ˈmʕaːja	Hello, who is with me?	kaf;hamza;pharyngeal;long_vowel;question	phone frame; pan-Maghrebi shkūn 'who' (marcais1977); long vowels
ar-x-maghrebi-019	صْبَاح الْخِير، كِي دَايِر؟	صباح الخير، كي داير؟	ˈsˤbaːħ alˈxiːr kiː ˈdaːjir	Good morning, how are you doing?	kaf;emphatic;pharyngeal;long_vowel;question	greeting pair; ki dāyr (marcais1977; heath2002); ay retained in al-xīr environment
ar-x-maghrebi-020	الصَّبْر مِفْتَاح الْفَرَج.	الصبر مفتاح الفرج.	ɑsˤˈsˤɑbr mifˈtaːħ ˈalfaraʒ	Patience is the key to relief.	jim;sun_assim;emphatic;pharyngeal;long_vowel;statement	proverb closing; geminate صّ; emphatic ص; ق absent; long vowel miftāḥ; Maghrebi emphatic/gemination phonology (ق absent) per (watson2002)
