id	sentence	raw	ipa	gloss_en	features	notes
ar-SA-x-hejaz-011	رُوح دُغْرِي وَبَعْدَين لِف يَمِين.	روح دغري وبعدين لف يمين.	ˈruːħ ˈduɣriː wabaʕˈdeːn ˈlif jaˈmiːn	Go straight, then turn right.	pharyngeal;long_vowel;diphthong;imperative	imperatives rūḥ/lif; dughri 'straight' urban koine (omar1975); ay→eː in baʕdeːn
ar-SA-x-hejaz-012	الأَكِل كَان لَذِيذ مَرَّة.	الأكل كان لذيذ مرة.	ˈalʔakil ˈkaːn laˈdiːd ˈmarra	The food was very delicious.	interdental;kaf;hamza;ta_marbuta;geminate;long_vowel;statement	intensifier مَرَّة marra 'very' (Hejazi, omar1975); ذ→d ladīd urban stop reflex (abdoh2010); kān past
ar-SA-x-hejaz-013	فِين السُّوق؟ مَا أَعْرِف.	فين السوق؟ ما أعرف.	ˈfiːn asˈsuːɡ maː ˈʔaʕrif	Where's the market? I don't know.	qaf;hamza;sun_assim;pharyngeal;geminate;long_vowel;question;negation	interrogative fīn 'where' (omar1975); mā + imperfect negation; qaf→g sūg (abdoh2010)
ar-SA-x-hejaz-014	كَم أَخ عِنْدَك؟	كم أخ عندك؟	ˈkam ˈʔax ˈʕindak	How many brothers do you have?	kaf;hamza;pharyngeal;question;number	kam + singular count noun (omar1975); ʕindak possessive
ar-SA-x-hejaz-015	إِذَا تَبْغَى نَرُوح سَوَا.	إذا تبغى نروح سوا.	ˈʔidaː ˈtabɣaː naˈruːħ ˈsawaː	If you want, we'll go together.	interdental;hamza;pharyngeal;long_vowel;diphthong;statement	conditional إذا; abغā 'want' Hejazi verb tabghā (omar1975); sawa 'together'; ذ→d in idā (abdoh2010)
ar-SA-x-hejaz-016	أَمْس رُحْت السُّوق وَجِبْت خُضَار.	أمس رحت السوق وجبت خضار.	ˈʔams ˈruħt asˈsuːɡ waˈdʒibt xuˈdˤɑːr	Yesterday I went to the market and brought vegetables.	qaf;jim;hamza;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement	past narrative ruḥt/jibt (jāb 'bring', omar1975); qaf→g sūg; emphatic ض in khudˤār
ar-SA-x-hejaz-017	بُكْرَة بَسَافِر مَكَّة وَكَمَان الطَّايِف.	بكرة بسافر مكة وكمان الطايف.	ˈbukra baˈsaːfir ˈmakka wakaˈmaːn ɑtˤˈtˤɑːjif	Tomorrow I'll travel to Mecca and Taif too.	kaf;ta_marbuta;sun_assim;emphatic;geminate;long_vowel;statement	b-future prefix basāfir (omar1975); كَمَان kamān 'also' (Hejazi); sun assimilation aṭ-ṭāyif, emphatic ط
ar-SA-x-hejaz-018	كَلِّمْنِي عَلَى الْجَوَّال بُكْرَة.	كلمني على الجوال بكرة.	kalˈlimniː ˈʕalaː ldʒawˈwaːl ˈbukra	Call me on the mobile tomorrow.	jim;kaf;ta_marbuta;pharyngeal;geminate;long_vowel;diphthong;imperative	imperative kallim geminate ll; jawwāl 'mobile phone' جيم=/dʒ/ + geminate ww (abdoh2010)
ar-SA-x-hejaz-019	السَّلَام عَلَيْكُم. وَعَلَيْكُم السَّلَام.	السلام عليكم. وعليكم السلام.	assaˈlaːm ʕaˈleːkum waʕaˈleːkum assaˈlaːm	Peace be upon you. And upon you peace.	kaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	greeting adjacency pair; ay→eː in ʕaleːkum (omar1975); sun assimilation as-salām
ar-SA-x-hejaz-020	اللَّه يَعْطِيك الْعَافْيَة.	الله يعطيك العافية.	ˈallah jaʕˈtˤiːk alˈʕaːfja	May God give you good health.	kaf;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement	closing formula; emphatic ط in yaʕṭīk; sun assimilation al-ʕāfya; urban Hijazi emphatic/inventory phonology per (omar1975)
