id	sentence	raw	ipa	gloss_en	features	notes
ar-BH-011	سِير سِيدَة وَبَعْدَين لِف يَمِين عِنْد الْمَسْجِد.	سير سيدة وبعدين لف يمين عند المسجد.	ˈsiːr ˈsiːda wabaʕˈdeːn ˈlif jaˈmiːn ˈʕind alˈmasdʒid	Go straight then turn right at the mosque.	jim;ta_marbuta;pharyngeal;long_vowel;diphthong;imperative	sir (imperative of sar) + sida 'straight' + lif 'turn' (Gulf koine, albalushi2016); ay->ee in bacdeen
ar-BH-012	الْغَدَا كَان لَذِيذ وَاجِد أَمْس.	الغدا كان لذيذ واجد أمس.	ˈalɣadaː ˈkaːn laˈðiːð ˈwaːdʒid ˈʔams	The lunch was very delicious yesterday.	jim;interdental;kaf;hamza;long_vowel;statement	wajid 'very' post-nominal intensifier (Gulf koine, albalushi2016); interdental dhal retained ladhidh
ar-BH-013	وَيْن حَطَّيت الْمَفَاتِيح؟ مَا أَدْرِي.	وين حطيت المفاتيح؟ ما أدري.	ˈweːn ħɑtˤˈtˤeːt almafaːˈtiːħ maː ˈʔadriː	Where did you put the keys? I do not know.	hamza;emphatic;pharyngeal;long_vowel;diphthong;question;negation	win 'where' + ma adri 'I do not know' (Gulf koine, albalushi2016); geminate TT + ay->ee haTTeet; wayn ee-spelling avoided (word-initial way engine seam); respelled وَيْن — the sukūn-gated grapheme yields the cited weːn
ar-BH-014	كَم وَلَد عِنْدَك؟	كم ولد عندك؟	ˈkam ˈwalad ˈʕindak	How many children do you have?	kaf;pharyngeal;question;number	kam + cindak possessive (Gulf koine, albalushi2016); plain kaf before back vowel, no affrication
ar-BH-015	إِذَا مَا تِقْدَر تِجِي، خَبِّرْنِي.	إذا ما تقدر تجي، خبرني.	ˈʔiðaː maː ˈtiɡdar ˈtidʒiː xabˈbirniː	If you cannot come, tell me.	qaf;jim;interdental;hamza;geminate;long_vowel;negation;imperative	idha conditional + tigdar 'you can' with q=/g/ + khabbirni imperative (Gulf koine, albalushi2016); geminate bb
ar-BH-016	رِحْت السُّوق أَمْس، اِشْتَرَيت هْدُوم.	رحت السوق أمس، اشتريت هدوم.	ˈriħt asˈsuːɡ ˈʔams ʔiʃtaˈreːt ˈhduːm	I went to the market yesterday, I bought clothes.	qaf;hamza;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	riht + hdum 'clothes' (Gulf koine, albalushi2016); q=/g/ sug; waaw dropped before wasl to avoid the waa-mater seam
ar-BH-017	بَاچِر بْرُوح السُّعُودِيَّة بِالسَّيَّارَة.	باچر بروح السعودية بالسيارة.	ˈbaːtʃir ˈbruːħ assuʕuːˈdijja bissajˈjaːra	Tomorrow I will travel to Saudi by car.	ta_marbuta;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	bachir 'tomorrow' (kaf->/tS/, alshammari2026) + b-ruh future/intent prefix (Gulf koine, albalushi2016); geminate yy
ar-BH-018	دِقَّيت عَلَيك بَس مَا رَدَّيت.	دقيت عليك بس ما رديت.	diɡˈɡeːt ʕaˈleːk ˈbas maː radˈdeːt	I called you but you did not answer.	qaf;kaf;pharyngeal;geminate;long_vowel;diphthong;statement;negation	digg 'to phone/knock' + bas 'but/only' + radd 'answer' (Gulf koine, albalushi2016); geminates gg/dd + ay->ee
ar-BH-019	هَلَا هَلَا، شَخْبَارَك؟	هلا هلا، شخبارك؟	ˈhalaː ˈhalaː ʃaxˈbaːrak	Hello! How are you?	kaf;long_vowel;question	hala greeting + sh-akhbarak 'what is your news' analytic interrogative (Gulf koine, albalushi2016)
ar-BH-020	اللِّي فَات مَات.	اللي فات مات.	ˈalliː ˈfaːt ˈmaːt	What is past is dead (let bygones be bygones).	sun_assim;geminate;long_vowel;statement	illi relativizer proverb (Gulf koine, albalushi2016); geminate ll; long aa fat/mat
