id	sentence	raw	ipa	gloss_en	features	notes
ar-MR-011	اِمْشِ نِيشَان مِنْ بَعْد دُور عَ الْيَمِين.	امش نيشان من بعد دور ع اليمين.	ˈʔimʃi niːˈʃaːn min ˈbaʕd ˈduːr ʕa ljaˈmiːn	Go straight, then turn to the right.	pharyngeal;long_vowel;imperative	Saharan direction frame; imperatives imši/dūr; proclitic ʕa+article elision written as two tokens; Ḥassāniyya vowel/syncope phonology per (tainecheikh2007)
ar-MR-012	اَلْكُسْكُس الأَبْيَض كَان بْنِين يَاسِر.	الكسكس الأبيض كان بنين ياسر.	alˈkuskus alˈʔabjɑðˤ ˈkaːn ˈbniːn ˈjaːsir	The white couscous was very tasty.	kaf;hamza;emphatic;long_vowel;statement	ض→[ðˤ] abyaḍ merging with ẓāʾ (tainecheikh2007 §2.1.1.2); bnīn 'tasty' (Maghrebi); yāsir 'very much' (Bedouin/Ḥassāniyya)
ar-MR-013	مْنَين السُّوق؟ مَا نْشُوفُهْ.	منين السوق؟ ما نشوفه.	ˈmnajn asˈsuːɡ maː ˈnʃuːvuh	Where's the market? I don't see it.	qaf;sun_assim;geminate;long_vowel;diphthong;question;negation	mnēn 'where/whence' (Bedouin); ق→[ɡ] sūg (tainecheikh2007 §2.1.1.2); nšūf→[nʃuːv] *f voiced [v]; mā preverbal negation; C9 arbitrated: article vowel ə toward the judges; gold's [v] for f and suffixal -uh kept against judge 1, and the preserved diphthong mnajn kept against judge 2 (tainecheikh2007) — gold ipa corrected on the HF set; this row's ipa stays engine-pinned and the delta is an engine lead
ar-MR-014	كَمّ طْفَل عَنْدَك؟	كم طفل عندك؟	ˈkamm ˈtˤval ˈʕandak	How many children do you have?	kaf;emphatic;pharyngeal;geminate;question;number	kam 'how many'; ṭfəl 'boy/child' with *f→[v] intervocalic pattern (tainecheikh2007 §2.1.5 ṭfəl~ṭəvl-u); ʕandak 'you have'
ar-MR-015	اِلَ طَاحْت الشّتَا، مَا نْسَافْرُوش.	ال طاحت الشتا، ما نسافروش.	ˈila ˈtˤɑːħt ˈaʃʃtaː maː nsaːvˈruːʃ	If it rains, we won't travel.	sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement;negation	ila 'if'; šta 'rain' (Maghrebi); nsāfru→[nsaːvruː] *f voiced [v] (tainecheikh2007 §2.1.1.3); ma-...-š negation
ar-MR-016	مْشِيت لِلسُّوق وَشْرِيت اَتَاي وَ لْحَم.	مشيت للسوق وشريت اتاي و لحم.	ˈmʃiːt lisˈsuːɡ waʃˈriːt aˈtaːj ˈwa ˈlħam	I went to the market and bought tea and meat.	qaf;pharyngeal;geminate;long_vowel;statement	mšīt/šrīt 1sg perfect (Maghrebi); ق→[ɡ] sūg; atāy 'tea' (Saharan tea culture); lḥam 'meat' cluster; qāf→[g] (Ḥassāniyya) per (tainecheikh2007)
ar-MR-017	غُدْوَة غَادِي نَمْشِي لِلْمْدِينَة.	غدوة غادي نمشي للمدينة.	ˈʁudwa ˈʁaːdiː ˈnamʃiː lilmˈdiːna	Tomorrow I'm going to travel to the city.	ta_marbuta;long_vowel;statement	غ→[ʁ] ġudwa 'tomorrow', ġādi 'going-to' future marker (tainecheikh2007; ġ/q merger §2.1.1.1); namši 1sg
ar-MR-018	اِضْرَب لِي التِّلِيفُون اللِّيلَة، اَنَ نْكُون فِي الدَّار.	اضرب لي التليفون الليلة، ان نكون في الدار.	ˈʔiðˤrab liː ttiliˈfuːn alˈliːla ˈana ˈnkuːn ˈviː dˈdaːr	Call me tonight, I'll be at home.	kaf;ta_marbuta;sun_assim;emphatic;geminate;long_vowel;imperative	iḍrab-li t-tilifūn 'call me'; ض→[ðˤ] iḍrab (tainecheikh2007 §2.1.1.2); fī→[v]; sun assim d-dār; nkūn 1sg
ar-MR-019	اَلسّلَامُ عْلَيْكُم وعْلَيْكُم السّلَام.	السلام عليكم وعليكم السلام.	assˈlaːmu ˈʕlajkum ˈwʕlajkum assˈlaːm	Peace be upon you — and upon you be peace.	kaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	greeting adjacency pair; ay preserved ʕléykum (tainecheikh2007 diphthongs §2.1.3); sun assim s-salām; C9 arbitrated for the gold: the greeting is a fixed Classical formula, so as-salāmu keeps its liaison -u and a-vowel article; the judges dialectized a formula the literature treats as frozen (tainecheikh2007)
ar-MR-020	اَللِّي مَا عَنْدُه صْبَر مَا يَاكُل التّمَر.	اللي ما عنده صبر ما ياكل التمر.	ˈalliː maː ˈʕanduh ˈsˤbar maː ˈjaːkul ˈattmar	He who has no patience doesn't eat dates.	kaf;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement;negation	Saharan proverb frame; əlli relative, mā preverbal negation, sun-assimilation t-tamr; Ḥassāniyya consonant/vowel phonology per (tainecheikh2007)
