id	sentence	raw	ipa	gloss_en	features	notes
ar-SA-x-rijal-alma-011	رُوح عَلَى طُول وَبَعْدَين لِفّ يَمِين عِنْد الْمَسْجِد.	روح على طول وبعدين لف يمين عند المسجد.	ˈruːħ ˈʕalaː ˈtˤuːl wabaʕˈdajn ˈliff jaˈmiːn ˈʕind alˈmasdʒid	Go straight then turn right at the mosque.	jim;emphatic;pharyngeal;geminate;long_vowel;diphthong;imperative	imperatives رُوح/لِفّ and عَلَى طُول 'straight on' are conservative pan-peninsular directives (asiri2009); geminate لِفّ; diphthong بَعْدَين
ar-SA-x-rijal-alma-012	الْعَشَا أَمْس كَان طَيِّب وَاجِد.	العشا أمس كان طيب واجد.	ˈalʕaʃaː ˈʔams ˈkaːn ˈtˤɑjjib ˈwaːdʒid	The dinner yesterday was very tasty.	jim;kaf;hamza;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	وَاجِد 'very/much' is the southwestern/south-Arabian intensifier (watson2002; asiri2009), preferred here over the northern كَثِير; geminate طَيِّب
ar-SA-x-rijal-alma-013	وِين أَخُوي؟ مَا هُو فِي الْبَيْت.	وين أخوي؟ ما هو في البيت.	ˈwiːn ʔaˈxuːj ˈmaː ˈhuː ˈfiː lˈbajt	Where is my brother? He is not at home.	hamza;long_vowel;diphthong;question;negation	wīn 'where' spelled with kasra to yield the long monophthong (avoids the وَين word-initial seam); mā-hū predicate negation; diphthong retained الْبَيْت→[bajt]; conservative southwestern sedentary phonology per (asiri2009)
ar-SA-x-rijal-alma-014	كَم وَلَد عِنْدَك يَا خَالِد؟	كم ولد عندك يا خالد؟	ˈkam ˈwalad ˈʕindak ˈjaː ˈxaːlid	How many children do you have, Khalid?	kaf;sun_assim;pharyngeal;long_vowel;question;number	كَم quantity interrogative + وَلَد count noun; conservative pan-peninsular; conservative southwestern sedentary phonology per (asiri2009)
ar-SA-x-rijal-alma-015	إِذَا ضِعْت الطَّرِيق اسْأَل أَهْل الْقَرْيَة.	إذا ضعت الطريق اسأل أهل القرية.	ˈʔiðaː ˈɮˤiʕt ɑtˤtˤɑˈriːq ˈʔsʔal ˈʔahl alˈqarja	If you lose the way, ask the people of the village.	qaf;interdental;hamza;ta_marbuta;sun_assim;emphatic;pharyngeal;long_vowel;imperative;negation	ضِعْت→[ɮˤiʕt] *ḍ voiced lateral emphatic (watson2011 p.428; alazraqi2010); إِذَا conditional + imperative اسْأَل; قَرْيَة qaf retained [q] (asiri2009); sun assim الطَّرِيق
ar-SA-x-rijal-alma-016	رُحْت السُّوق، اشْتَرَيْت خُضَار وَلَحَم.	رحت السوق، اشتريت خضار ولحم.	ˈruħt asˈsuːq ʔʃtaˈrajt xuˈɮˤaːr ˈwalaħam	I went to the market and bought vegetables and meat.	qaf;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	خُضَار→[xuɮˤaːr] *ḍ voiced lateral emphatic in an everyday food word (watson2011 p.428; asiri2009); past-narrative رُحْت/اشْتَرَيْت; leading و dropped before the ift'aal wasl form to avoid the wāw+waṣl long-mater seam; sun assim السُّوق
ar-SA-x-rijal-alma-017	بُكْرَة أَسَافِر أَبْهَا وَأَزُور عَمِّي.	بكرة أسافر أبها وأزور عمي.	ˈbukra ʔaˈsaːfir ˈʔabhaː waʔaˈzuːr ˈʕammiː	Tomorrow I travel to Abha and visit my uncle.	kaf;hamza;ta_marbuta;pharyngeal;geminate;long_vowel;statement	بُكْرَة + imperfect as future, conservative pan-peninsular; أَبْهَا (ʿAsīr provincial capital) and عَمّ kinship fit the locale (asiri2009); geminate عَمِّي
ar-SA-x-rijal-alma-018	اتَّصِل فِيّ اللَّيْلَة بَعْد الْعَشَا.	اتصل في الليلة بعد العشا.	ˈʔttɑsˤil ˈfijj alˈlajla ˈbaʕd ˈalʕaʃaː	Call me tonight after dinner.	ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;imperative	imperative اتَّصِل فِيّ 'call me' with the peninsular فِي government of the verb (asiri2009); geminates اتَّصِل/فِيّ; sun assim اللَّيْلَة
ar-SA-x-rijal-alma-019	السَّلَام عَلَيْكُم، كِيف حَالَك؟	السلام عليكم، كيف حالك؟	assaˈlaːm ʕaˈlajkum ˈkiːf ˈħaːlak	Peace be upon you, how are you?	kaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;question	greeting adjacency pair; السَّلَام عَلَيْكُم + كِيف حَالَك conservative pan-peninsular; sun assim السَّلَام; diphthong عَلَيْكُم; pharyngeals ع/ح; conservative southwestern sedentary phonology (pharyngeals, sun assimilation) per (asiri2009)
ar-SA-x-rijal-alma-020	الصَّبْر مِفْتَاح الْفَرَج.	الصبر مفتاح الفرج.	ɑsˤˈsˤɑbr mifˈtaːħ ˈalfaradʒ	Patience is the key to relief.	jim;sun_assim;emphatic;pharyngeal;long_vowel;statement	conservative pan-Arab proverb suited to a rural closing register; sun assim الصَّبْر; pharyngeal ح; جيم الْفَرَج→[faradʒ]; ǧīm→[dʒ] and southwestern consonant system per (asiri2009)
