id	sentence	raw	ipa	gloss_en	features	notes
ar-x-peninsular-011	رُوح سِيدَة وَبَعْدَين لِفّ يَمِين.	روح سيدة وبعدين لف يمين.	ˈruːħ ˈsiːda wabaʕˈdajn ˈliff jaˈmiːn	Go straight ahead and then turn right.	ta_marbuta;pharyngeal;geminate;long_vowel;diphthong;imperative	imperative rūḥ; diphthong retained (baʕdayn); geminate فّ; pan-Peninsular sīda 'straight'; diphthong retention per (watson2002)
ar-x-peninsular-012	الْأَكِل كَان زَين بَسّ الْمَرَق كَان بَارِد.	الأكل كان زين بس المرق كان بارد.	ˈalʔakil ˈkaːn ˈzajn ˈbass ˈalmaraq ˈkaːn ˈbaːrid	The food was good but the broth was cold.	qaf;kaf;hamza;geminate;long_vowel;diphthong;statement	pan-Peninsular zēn evaluation + maraq 'broth' (ingham1994); geminate سّ; sun assimilation none
ar-x-peninsular-013	وَين حَطَّيت الْمِفْتَاح؟ مَا لَقِيتُه.	وين حطيت المفتاح؟ ما لقيته.	ˈwajn ħɑtˤˈtˤɑjt almifˈtaːħ ˈmaː laˈqiːtuh	Where did you put the key? I did not find it.	qaf;emphatic;pharyngeal;long_vowel;diphthong;question;negation	pan-Peninsular wēn (ingham1994); diphthong environment; geminate طّ; negation mā
ar-x-peninsular-014	كَم وَاحِد جَاء أَمْس؟	كم واحد جاء أمس؟	ˈkam ˈwaːħid ˈdʒaːʔ ˈʔams	How many came yesterday?	jim;kaf;hamza;pharyngeal;long_vowel;question;number	ج→dʒ; hamza in jāʔ; kam + number question; pan-Peninsular ams 'yesterday'; ǧīm→[dʒ] and final hamza per (watson2002)
ar-x-peninsular-015	إِذَا جِيت بَدْرِي نْرُوح سَوَا.	إذا جيت بدري نروح سوا.	ˈʔiðaː ˈdʒiːt ˈbadriː ˈnruːħ ˈsawaː	If you come early we go together.	jim;interdental;hamza;pharyngeal;long_vowel;diphthong;statement	conditional iḏa with retained interdental ذ (watson2002); ج→dʒ; long vowels
ar-x-peninsular-016	رِحِت أَمْس لِلسُّوق وَجِبِت سَمَك طَازَج.	رحت أمس للسوق وجبت سمك طازج.	ˈriħit ˈʔams lisˈsuːq ˈwadʒibit ˈsamak ˈtˤɑːzadʒ	I went to the market yesterday and got fresh fish.	qaf;jim;kaf;hamza;emphatic;pharyngeal;geminate;long_vowel;statement	past narrative; ق→q (sūq); ج→dʒ; pan-Peninsular ams; diphthong absent; sedentary qāf [q] and ǧīm→[dʒ] per (watson2002)
ar-x-peninsular-017	بَاكِر نْسَافِر الصُّبْح بَدْرِي.	باكر نسافر الصبح بدري.	ˈbaːkir ˈnsaːfir ɑsˤˈsˤubħ ˈbadriː	Tomorrow we travel early in the morning.	kaf;sun_assim;emphatic;pharyngeal;long_vowel;statement	pan-Peninsular bākir 'tomorrow' (ingham1994); sun assimilation aṣ-ṣ; kaf plain; emphatic ص
ar-x-peninsular-018	أَلُو، مِنُو مَعَاي؟	ألو، منو معاي؟	ˈʔaluː ˈminuː maˈʕaːj	Hello, who is with me?	hamza;pharyngeal;long_vowel;question	phone frame; pan-Peninsular minu 'who' (ingham1994); long vowel
ar-x-peninsular-019	صَبَاح الْخَير، كَيف حَالَك؟	صباح الخير، كيف حالك؟	sˤɑˈbaːħ alˈxajr ˈkajf ˈħaːlak	Good morning, how are you?	kaf;emphatic;pharyngeal;long_vowel;diphthong;question	greeting pair; kayf ḥālak; diphthong retained in al-xayr, kayf (watson2002)
ar-x-peninsular-020	الصَّبِر زَين يَا طَوِيل الْعُمُر.	الصبر زين يا طويل العمر.	ˈɑsˤsˤɑbir ˈzajn ˈjaː tˤɑˈwijl ˈalʕumur	Patience is good, may you live long.	sun_assim;emphatic;pharyngeal;long_vowel;diphthong;statement	proverb closing; pan-Peninsular zēn; ṭawīl al-ʕumr politeness; geminate صّ; emphatic ص; Peninsular emphatic/gemination phonology per (watson2002)
