id	sentence	raw	ipa	gloss_en	features	notes
ar-KW-011	رُوح سِيدَا وعُقُب لِفّ يَمِين.	روح سيدا وعقب لف يمين.	ˈruːħ ˈsiːdaː ˈwʕuɡub ˈliff jaˈmiːn	Go straight, then turn right.	qaf;pharyngeal;geminate;long_vowel;imperative	sīda 'straight' + ʕugub 'then/after' with qaf→[ɡ] (Kuwaiti); liff imperative; geminate ff; qaf→[ɡ] per (albalushi2016)
ar-KW-012	أَكَلْت مَچْبُوس أَمْس وكَان زَين وَايِد.	أكلت مچبوس أمس وكان زين وايد.	ʔaˈkalt matʃˈbuːs ˈʔams ˈwkaːn ˈzeːn ˈwaːjid	I ate machbous yesterday and it was very good.	kaf;hamza;long_vowel;diphthong;statement	machbūs Kuwaiti rice dish; zēn 'good' + wāyid (albalushi2016); ē monophthong; respelled with چ — Kuwaiti machbuus has the affricate, matching the ar-QA row and the چ convention
ar-KW-013	مَا أَدْرِي أَيّ دِيرَة رَاح.	ما أدري أي ديرة راح.	ˈmaː ˈʔadriː ˈʔajj ˈdiːra ˈraːħ	I don't know which town he went to.	hamza;ta_marbuta;pharyngeal;geminate;long_vowel;diphthong;statement;negation	adri 'I know' + dīra 'town/homeland' (Gulf lexicon; albalushi2016); mā negation
ar-KW-014	چَم غُرْفَة فِي البَيت؟	چم غرفة في البيت؟	ˈtʃam ˈɣurfa ˈfiː lˈbeːt	How many rooms are in the house?	ta_marbuta;long_vowel;diphthong;question;number	cham 'how many' with kaf-affrication چ=[tʃ] (alshammari2026); bēt→[beːt] monophthong; tā marbūṭa ġurfa
ar-KW-015	إِذَا تَبِي تْرُوح، خَبِّرْنِي.	إذا تبي تروح، خبرني.	ˈʔiðaː ˈtabiː ˈtruːħ xabˈbirniː	If you want to go, tell me.	interdental;hamza;pharyngeal;geminate;long_vowel;imperative	iḏa conditional + tabī 'you want' (Gulf); ذ retained iḏa; xabbir imperative; geminate bb; interdental ذ retention (Eastern Arabian) per (albalushi2016)
ar-KW-016	رِحْت السُّوق وشَرَيت ثَوب يِدِيد.	رحت السوق وشريت ثوب يديد.	ˈriħt asˈsuːɡ wʃaˈreːt ˈθoːb jiˈdiːd	I went to the market and bought a new robe.	qaf;interdental;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	riḥt 'I went', šarēt 'I bought' with -ēt suffix→[eː]; θōb retained ث; yidīd 'new' (jim→[j], Kuwaiti); qaf→[ɡ] sūg; sun assimilation as-sūg; qaf→[ɡ] and ǧīm→[j] lenition (Eastern Arabian) per (albalushi2016)
ar-KW-017	بِسَافِر دِبَي بَعَد أُسْبُوع.	بسافر دبي بعد أسبوع.	biˈsaːfir ˈdibeː ˈbaʕad ʔusˈbuːʕ	I will travel to Dubai in a week.	hamza;pharyngeal;long_vowel;diphthong;statement	Gulf phone/travel frame; retained long vowels and monophthongal [eː] (Dubai→[dibeː]); Eastern-Arabian vowel phonology per (albalushi2016)
ar-KW-018	دَقَّيت عَلَيك بَس مَا رَدَّيت.	دقيت عليك بس ما رديت.	daɡˈɡeːt ʕaˈleːk ˈbas ˈmaː radˈdeːt	I called you but you didn't answer.	qaf;kaf;pharyngeal;geminate;long_vowel;diphthong;statement;negation	dagg 'to phone/knock' with qaf→[ɡ] (Kuwaiti); bas 'but/only'; -ēt suffix→[eː]; mā negation; geminates gg/dd; qaf→[ɡ] (dagg) per (albalushi2016)
ar-KW-019	السَّلَام عَلَيكُم، شْلُونِچ؟	السلام عليكم، شلونچ؟	assaˈlaːm ʕaˈleːkum ˈʃluːnitʃ	Peace be upon you; how are you? (to a woman)	kaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;question	shlōn 'how' + 2fs -ich kashkasha affricate [tʃ] (alshammari2026); sun assimilation as-salām; ʕalēkum
ar-KW-020	اللِي مَا يَعْرِف الصَّقُر يِشْوِيه.	اللي ما يعرف الصقر يشويه.	ˈalliː ˈmaː ˈjaʕrif ˈɑsˤsˤɑɡur jiʃˈwiːh	He who doesn't know the falcon grills it.	qaf;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement;negation	Gulf proverb; sagr 'falcon' with qaf→[ɡ]; sun assimilation aṣ-ṣagr; mā negation; emphatic ص; qaf→[ɡ] (sagr) per (albalushi2016)
