id	sentence	raw	ipa	gloss_en	features	notes
ar-IQ-x-qeltu-011	رُوح دُغْرِي وْلِفّ عَ الْيَمِين عِنْد الْجَامِع.	روح دغري ولف ع اليمين عند الجامع.	ˈruːħ ˈduɣʁiː ˈwliff ˈʕa ljaˈmiːn ˈʕind alˈdʒaːmiʕ	Go straight, then turn right by the mosque.	jim;pharyngeal;geminate;long_vowel;imperative	ǧīm [dʒ] in jāmiʕ (blanc1964); geminate ff kept; imperatives rūḥ/liff; ʕa+article written as two tokens
ar-IQ-x-qeltu-012	الْأَكِل كَان طَيِّب وِالْمَرَق زَين.	الأكل كان طيب والمرق زين.	ˈalʔakil ˈkaːn ˈtˤɑjjib ˈwilmaraq ˈzeːn	The food was good and the broth was fine.	qaf;kaf;hamza;emphatic;geminate;long_vowel;diphthong;statement	plain /k/ in kān — the qeltu reflex vs gilit čān (jasim2020 §2.9.2, thesis minimal pair p.23); /q/ retained in maraq (blanc1964 §3.26); ay->eː zēn
ar-IQ-x-qeltu-013	أُخْتِي لْوَين رَاحَت؟ مَا شِفِتْهَا.	أختي لوين راحت؟ ما شفتها.	ˈʔuxtiː ˈlweːn ˈraːħat ˈmaː ʃiˈfithaː	Where did my sister go? I haven't seen her.	hamza;pharyngeal;long_vowel;diphthong;question;negation	lwēn 'to where' ay->eː monophthong (jasim2020: OA /aj/>[eː]); negation mā; ʔuxt attested qeltu (jasim2020-024)
ar-IQ-x-qeltu-014	كَم قَلَم عِنْدَك بِالْجَنْطَة؟	كم قلم عندك بالجنطة؟	ˈkam ˈqalam ˈʕindak bilˈdʒantˤɑ	How many pens do you have in the bag?	qaf;jim;kaf;ta_marbuta;pharyngeal;emphatic;question;number	the three qeltu diagnostics in one frame: /q/ in qalam (blanc1964 §3.26), plain /k/ in kam (jasim2020 §2.9.2), ǧīm [dʒ] in janṭa; number kam
ar-IQ-x-qeltu-015	إِذَا تِجِي بَاكِر نِحْكِي سَوَا.	إذا تجي باكر نحكي سوا.	ˈʔiðaː ˈtidʒiː ˈbaːkiʁ ˈniħkiː ˈsawaː	If you come tomorrow, we will talk together.	jim;kaf;interdental;hamza;pharyngeal;long_vowel;statement	'tomorrow' bākir with plain /k/ — qeltu vs gilit bāčir (jasim2020 §2.9.2); ǧīm [dʒ] in tiji; interdental ذ /ð/ retained in iḏā (blanc1964 §3.2)
ar-IQ-x-qeltu-016	الْبَارِحَة رِحِت لِلسُّوق وْجِبِت خُبِز.	البارحة رحت للسوق وجبت خبز.	alˈbaːriħa ˈriħit lisˈsuːq ˈwdʒibit ˈxubiz	Yesterday I went to the market and brought bread.	qaf;jim;ta_marbuta;pharyngeal;long_vowel;statement	/q/ retained in sūq (blanc1964 §3.26); ǧīm [dʒ] in jibit 'I brought'; xubz attested Mesopotamian (jasim2020-009)
ar-IQ-x-qeltu-017	بَاكِر رَاح نِسَافِر لِبَغْدَاد بِالْقِطَار.	باكر راح نسافر لبغداد بالقطار.	ˈbaːkiʁ ˈraːħ niˈsaːfir libaɣˈdaːd bilqiˈtˤɑːr	Tomorrow we will travel to Baghdad by train.	qaf;kaf;pharyngeal;emphatic;long_vowel;statement	/q/ retained in qiṭār (blanc1964 §3.26); plain /k/ in bākir (jasim2020 §2.9.2); future rāḥ
ar-IQ-x-qeltu-018	أَلُو، مِنُو يِحْكِي؟ رَاح أَتَّصِل بِيك بَاكِر.	ألو، منو يحكي؟ راح أتصل بيك باكر.	ˈʔaluː ˈminuː ˈjiħkiː ˈraːħ ˈʔattɑsˤil ˈbiːk ˈbaːkiʁ	Hello, who is speaking? I will call you tomorrow.	kaf;hamza;pharyngeal;emphatic;geminate;long_vowel;question	plain /k/ in yiḥki, bīk, bākir — no affrication (jasim2020 §2.9.2); minu 'who' Iraqi; geminate ttaṣil
ar-IQ-x-qeltu-019	شْلَونَك؟ الْحَمْدُ لِلَّه زَين.	شلونك؟ الحمد لله زين.	ˈʃloːnak alˈħamdu ˈlillah ˈzeːn	How are you? Fine, praise God.	kaf;pharyngeal;geminate;diphthong;question	šlōnak 'how are you' with plain /k/ and aw->oː (jasim2020); greeting adjacency pair; ay->eː zēn
ar-IQ-x-qeltu-020	الصَّبِر مِفْتَاح الْفَرَج.	الصبر مفتاح الفرج.	ˈɑsˤsˤɑbir mifˈtaːħ ˈalfaradʒ	Patience is the key to relief.	jim;sun_assim;emphatic;pharyngeal;long_vowel;statement	ǧīm [dʒ] retained in faraj (blanc1964; jasim2020 §2.4); sun assimilation aṣ-ṣ; closing proverb
