id	sentence	raw	ipa	gloss_en	features	notes
ar-NG-011	اِمْشِ سِيدَة وَبَعْدَيْن لِفّ عَ اَلْيَمِين.	امش سيدة وبعدين لف ع اليمين.	ˈʔimʃi ˈsiːda wabaʕˈdajn ˈliff ˈʕa ljaˈmiːn	Go straight then turn to the right.	ta_marbuta;pharyngeal;geminate;long_vowel;diphthong;imperative	imperative imši, sīda 'straight ahead', liff 'turn'; ʕa+article elision (owens1993)
ar-NG-012	اَلْأَكِل اَلْبَارِح كَان كْوَيِّس مَرَّة.	الأكل البارح كان كويس مرة.	ˈalʔakil alˈbaːriħ ˈkaːn ˈkwajjis ˈmarra	The food yesterday was very good.	kaf;hamza;ta_marbuta;pharyngeal;geminate;long_vowel;diphthong;statement	kwayyis 'good', marra intensifier 'very'; kān past copula; interdental-less register (owens2006)
ar-NG-013	وَين اَلْمُويَة؟ مَا فِي مُويَة فِي اَلْبَيت.	وين الموية؟ ما في موية في البيت.	ˈwajn alˈmuːja ˈmaː ˈfiː ˈmuːja ˈfiː lˈbajt	Where is the water? There is no water in the house.	ta_marbuta;long_vowel;diphthong;question;negation	wēn 'where' with the retained diphthong the lect's gold uses (owens1993; kaye1976); mōya 'water', ma fi negation
ar-NG-014	كَم بَقَرَة عِنْدَك؟	كم بقرة عندك؟	ˈkam ˈbaɡara ˈʕindak	How many cows do you have?	qaf;kaf;ta_marbuta;pharyngeal;question;number	kam 'how many' + singular counted noun; bagara qaf→g (owens1993)
ar-NG-015	كَان جَاك اَلْمَطَر، اَقْعُد فِي اَلْبَيت.	كان جاك المطر، اقعد في البيت.	ˈkaːn ˈdʒaːk ˈalmɑtˤɑr ˈaɡʕud ˈfiː lˈbajt	If the rain catches you, stay in the house.	qaf;jim;kaf;emphatic;pharyngeal;long_vowel;diphthong;imperative	kān conditional 'if' + perfect, then imperative agʕud qaf→g; emphatic ṭ in maṭar (owens1993)
ar-NG-016	مَشَيت فِي اَلسُّوق وَشَرَيت لَحَم كَتِير.	مشيت في السوق وشريت لحم كتير.	maˈʃajt ˈfiː sˈsuːɡ waʃaˈrajt ˈlaħam kaˈtiːr	I went to the market and bought a lot of meat.	qaf;kaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	1sg perfect mašēt/šarēt, šara 'buy'; katīr with ث→t stop reflex (owens2006)
ar-NG-017	بُكْرَة نَرُوح مَعَ أَخُويَ لِلْمَدِينَة.	بكرة نروح مع أخوي للمدينة.	ˈbukra naˈruːħ ˈmaʕa ʔaˈxuːja lilmaˈdiːna	Tomorrow I will go with my brother to the city.	kaf;hamza;ta_marbuta;pharyngeal;long_vowel;statement	n- 1sg imperfect naruːħ, future read off bukra 'tomorrow' (owens1993)
ar-NG-018	كَلِّمْنِي فِي اَلتِّلِفُون كَان وَصَلْت.	كلمني في التلفون كان وصلت.	kalˈlimniː ˈfiː ttiliˈfuːn ˈkaːn waˈsˤɑlt	Call me on the phone when you arrive.	kaf;sun_assim;emphatic;geminate;long_vowel;imperative	imperative kallimni geminate ll; kān 'when/if' + perfect; emphatic ṣ in waṣalt (owens1993)
ar-NG-019	سَلَام عَلَيكُم وَعَلَيكُم اَلسَّلَام يَا خُويَ.	سلام عليكم وعليكم السلام يا خوي.	saˈlaːm ʕaˈlajkum waʕaˈlajkum assaˈlaːm ˈjaː ˈxuːja	Peace be upon you — and upon you peace, brother.	kaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	greeting adjacency pair; sun assim as-salām; xūya 'my brother' (owens1993)
ar-NG-020	اَللَّه يَسَّهِّل، نَشُوفَك بُكْرَة.	الله يسهل، نشوفك بكرة.	ˈallah jasˈsahhil naˈʃuːfak ˈbukra	May God make it easy — see you tomorrow.	kaf;ta_marbuta;sun_assim;geminate;long_vowel;statement	closing formula; geminate yassahhil; n- imperfect našūfak 'we/I see you' (owens1993)
