id	sentence	raw	ipa	gloss_en	features	notes
ar-OM-011	سِير سِيدَة وَبَعْدَين لِف يَمِين عِنْد الْبَنْك.	سير سيدة وبعدين لف يمين عند البنك.	ˈsiːr ˈsiːda wabaʕˈdajn ˈlif jaˈmiːn ˈʕind alˈbank	Go straight then turn right at the bank.	kaf;ta_marbuta;pharyngeal;long_vowel;diphthong;imperative	plain /k/ coda in al-bank — no affrication (albalushi2016); retained diphthong ay in baʕdayn; imperative sīr
ar-OM-012	الْأَكْل كَان زَين وَالسَّمَك طَازَة.	الأكل كان زين والسمك طازة.	alˈʔakl ˈkaːn ˈzajn ˈwassamak ˈtˤɑːza	The food was good and the fish was fresh.	kaf;hamza;ta_marbuta;sun_assim;emphatic;geminate;long_vowel;diphthong;statement	plain /k/ kān (albalushi2016 sedentary); sun assimilation was-samak; retained diphthong ay in zayn
ar-OM-013	وَين رِحْت أَمْس؟ مَا رِحْت وَلَا مَكَان.	وين رحت أمس؟ ما رحت ولا مكان.	ˈwajn ˈriħt ˈʔams maː ˈriħt ˈwalaː maˈkaːn	Where did you go yesterday? I didn't go anywhere.	kaf;hamza;pharyngeal;long_vowel;diphthong;question;negation	retained diphthong ay in wayn — Muscat sedentary keeps /aj/ and does NOT monophthongize to wēn (albalushi2016); negation mā ... walā
ar-OM-014	كَم وَاحِد يِبْغَى قَهْوَة؟	كم واحد يبغى قهوة؟	ˈkam ˈwaːħid ˈjibɣaː ˈqahwa	How many people want coffee?	qaf;kaf;ta_marbuta;pharyngeal;long_vowel;question;number	ق=/q/ retained qahwa (albalushi2016 p.88: Muscat/Ṣalālah sedentary keep Old Arabic *q as [q], unlike Gulf [ɡ]); plain /k/ kam
ar-OM-015	إِذَا مَا عِنْدَك وَقْت الْيَوم، تَعَال بُكْرَة.	إذا ما عندك وقت اليوم، تعال بكرة.	ˈʔiðaː maː ˈʕindak ˈwaqt alˈjawm taˈʕaːl ˈbukra	If you don't have time today, come tomorrow.	qaf;interdental;kaf;hamza;ta_marbuta;pharyngeal;long_vowel;diphthong;negation;imperative	ق=/q/ retained waqt (albalushi2016 sedentary); interdental ذ /ð/ retained in iḏā (albalushi2016 p.87); plain /k/ ʕindak; imperative taʕāl
ar-OM-016	رِحْت السُّوق، اِشْتَرَيت خُبْز وَتَمَر.	رحت السوق، اشتريت خبز وتمر.	ˈriħt asˈsuːq ʔiʃtaˈrajt ˈxubz ˈwatamar	I went to the market, I bought bread and dates.	qaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement	ق=/q/ retained sūq (albalushi2016 sedentary); sun assimilation as-sūq; retained diphthong ay in ishtarayt
ar-OM-017	بَاسَافِر صَلَالَة الشَّهْر الْجَاي.	باسافر صلالة الشهر الجاي.	baːˈsaːfir sˤɑˈlaːla ʃˈʃahr alˈdʒaːj	I'm going to travel to Salalah next month.	jim;ta_marbuta;sun_assim;emphatic;geminate;long_vowel;statement	sun assimilation ash-shahr (geminate ʃʃ); jīm /dʒ/ retained in al-jāy (albalushi2016 p.89: [dʒ] the kept realisation); future prefix b(ā)-
ar-OM-018	كَلّمْنِي الْمَغْرِب لَو سَمَحْت.	كلمني المغرب لو سمحت.	ˈkallmniː lˈmaɣrib law saˈmaħt	Call me in the evening please.	kaf;pharyngeal;geminate;long_vowel;diphthong;imperative	plain /k/ kallimni, k before /a/ — no affrication (albalushi2016 sedentary); geminate ll; retained diphthong aw in law
ar-OM-019	السَّلَام عَلَيكُم، كَيف الْحَال؟	السلام عليكم، كيف الحال؟	assaˈlaːm ʕaˈlajkum ˈkajf alˈħaːl	Peace be upon you, how are things?	kaf;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement;question	sun assimilation as-salām (geminate ss); plain /k/ kayf; retained diphthong ay in ʕalaykum (albalushi2016 sedentary)
ar-OM-020	الصَّبْر مِفْتَاح الْفَرَج.	الصبر مفتاح الفرج.	ɑsˤˈsˤɑbr mifˈtaːħ ˈalfaradʒ	Patience is the key to relief.	jim;sun_assim;emphatic;pharyngeal;long_vowel;statement	emphatic ص in aṣ-ṣabr with sun assimilation (geminate ṣṣ) and emphatic backing (albalushi2016 p.90); jīm /dʒ/ retained al-faraj
