id	sentence	raw	ipa	gloss_en	features	notes
ar-LY-011	رُوح عَ طُول وِدُور عَ الْيِمِين عِنْد الْجَامِع.	روح ع طول ودور ع اليمين عند الجامع.	ˈruːħ ˈʕa ˈtˤuːl wiˈduːr ˈʕa ljiˈmiːn ˈʕind alˈʒaːmiʕ	Go straight and turn right at the mosque.	jim;emphatic;pharyngeal;long_vowel;imperative	rūḥ + ʕa ṭūl 'go straight' imperative; ʕa+article as two tokens; ج=/ʒ/ jāmiʕ (pereira2011eall)
ar-LY-012	الْمَاكْلَة كَانِت بْنِينَة هَلْبَة الْبَارِح.	الماكلة كانت بنينة هلبة البارح.	alˈmaːkla ˈkaːnit ˈbniːna ˈhalba lˈbaːriħ	The food was very tasty yesterday.	kaf;ta_marbuta;pharyngeal;long_vowel;statement	mākla 'food'/bnīna 'tasty' Maghrebi register; halba intensifier (pereira2011eall); el-bāreḥ 'yesterday'
ar-LY-013	وَيْن مْشِيت؟ مَا لْقِيتِكْش فِي الدَّار.	وين مشيت؟ ما لقيتكش في الدار.	ˈweːn ˈmʃiːt ˈmaː lɡiːˈtikʃ ˈfiː dˈdaːr	Where did you go? I didn't find you at home.	qaf;kaf;sun_assim;geminate;long_vowel;diphthong;question;negation	wīn 'where'; ma-lgītik-š circumfixal negation, ق=/ɡ/ lgīt (pereira2011eall); dār 'house'; sun-assim الدّار; respelled وَيْن — the sukūn-gated grapheme yields the cited weːn
ar-LY-014	كَم وِلْد عِنْدِك يَا خُوي؟	كم ولد عندك يا خوي؟	ˈkam ˈwild ˈʕindik ˈjaː ˈxuːj	How many children do you have, brother?	kaf;pharyngeal;long_vowel;question	kam + singular 'how many'; xūy vocative 'brother' (pereira2011eall)
ar-LY-015	كَان تْجِي غُدْوَة، نْرُوحُوا لِلسُّوق مَع بَعْض.	كان تجي غدوة، نروحوا للسوق مع بعض.	ˈkaːn ˈtʒiː ˈɣudwa ˈnruːħuː lisˈsuːɡ ˈmaʕ ˈbaʕdˤ	If you come tomorrow, we'll go to the market together.	qaf;jim;kaf;ta_marbuta;emphatic;pharyngeal;geminate;long_vowel;statement	kān conditional 'if'; ġudwa 'tomorrow' Maghrebi; ق=/ɡ/ sūg (pereira2011eall); maʕ baʕḍ 'together'
ar-LY-016	مْشِيت لِلسُّوق وِشْرِيت خُبْز وِبِيض وِزِيت.	مشيت للسوق وشريت خبز وبيض وزيت.	ˈmʃiːt lisˈsuːɡ wiʃˈriːt ˈxubz wiˈbiːdˤ wiˈziːt	I went to the market and bought bread, eggs and oil.	qaf;emphatic;geminate;long_vowel;statement	Maghrebi light-syllable syncope mšīt/šrīt (benkato2020 *katab>ktǝb; watson2002); ق=/ɡ/ sūg (pereira2011eall)
ar-LY-017	الْجُمْعَة الْجَايَة نْسَافِر لِبِنْغَازِي.	الجمعة الجاية نسافر لبنغازي.	alˈʒumʕa lˈʒaːja ˈnsaːfir libinˈɣaːziː	Next Friday I'll travel to Benghazi.	jim;ta_marbuta;pharyngeal;long_vowel;statement	future by time adverb el-jumʕa el-jāya + imperfect nsāfir; ج=/ʒ/ jumʕa/jāya (pereira2011eall)
ar-LY-018	عَيَّط لِي فِي التِّلِيفُون كِي تُوصَل.	عيط لي في التليفون كي توصل.	ˈʕajjɑtˤ ˈliː ˈfiː ttiliːˈfuːn ˈkiː ˈtuːsˤɑl	Call me on the phone when you arrive.	kaf;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;imperative	ʕayyaṭ-lī 'call me' imperative; ki 'when'; sun-assim التّليفون; geminate يّ ʕayyaṭ; gemination and emphasis in the consonant inventory per (watson2002)
ar-LY-019	صْبَاح الْخِير يَا سِيدِي، صْبَاح النُّور يَا حَبِيبِي.	صباح الخير يا سيدي، صباح النور يا حبيبي.	ˈsˤbaːħ alˈxiːr ˈjaː ˈsiːdiː ˈsˤbaːħ anˈnuːr ˈjaː ħaˈbiːbiː	Good morning, sir. Good morning, dear.	sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement	ṣbāḥ el-xīr / ṣbāḥ en-nūr greeting adjacency pair; Maghrebi ṣbāḥ syncope; sun-assim النّور; Maghrebi light-syllable vowel deletion (ṣbāḥ syncope) per (benkato2020)
ar-LY-020	الْقِرْد فِي عِين أُمُّه غْزَال.	القرد في عين أمه غزال.	alˈɡird ˈfiː ˈʕiːn ˈʔummuh ˈɣzaːl	The monkey is a gazelle in its mother's eye.	qaf;hamza;pharyngeal;geminate;long_vowel;statement	proverb; ق=/ɡ/ gird (pereira2011eall g-qaf); ġzāl Maghrebi initial-cluster syncope (benkato2020)
