id	sentence	raw	ipa	gloss_en	features	notes
arb-011	سِرْ قُدُمًا ثُمَّ مِلْ يَمِينًا عِنْدَ الْمَسْجِدِ.	سر قدما ثم مل يمينا عند المسجد.	ˈsir ˈquduman ˈθumma ˈmil jaˈmiːnan ˈʕinda lˈmasdʒidi	Go forward, then incline right at the mosque.	qaf;jim;interdental;pharyngeal;geminate;long_vowel;imperative	Classical imperatives sir/mil; adverbial tanwin pair
arb-012	كَانَ الطَّعَامُ طَيِّبًا لَكِنَّ الْمَرَقَةَ كَانَتْ بَارِدَةً.	كان الطعام طيبا لكن المرقة كانت باردة.	ˈkaːna tˤtˤaˈʕaːmu ˈtˤajjiban laˈkinna lmaˈraqata ˈkaːnat baːˈridatan	The food was good but the broth was cold.	qaf;kaf;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	kaana + accusative; maraqata shows ta marbuta [t] before the accusative vowel (versteegh2001)
arb-013	أَيْنَ وَضَعْتَ الْمِفْتَاحَ؟ لَمْ أَجِدْهُ.	أين وضعت المفتاح؟ لم أجده.	ˈʔajna waˈɮˤaʕta lmifˈtaːħa ˈlam ʔaˈdʒidhu	Where did you put the key? I did not find it.	jim;hamza;emphatic;pharyngeal;long_vowel;diphthong;question;negation	lam + jussive; Sibawayhi lateral dad in wada'ta (versteegh2001)
arb-014	كَمْ رَجُلًا جَاءَ أَمْسِ؟ جَاءَ سَبْعَةٌ.	كم رجلا جاء أمس؟ جاء سبعة.	ˈkam ˈradʒulan ˈdʒaːʔa ˈʔamsi ˈdʒaːʔa ˈsabʕatun	How many men came yesterday? Seven came.	jim;kaf;hamza;ta_marbuta;pharyngeal;long_vowel;question;number	kam + accusative; medial+final hamza (versteegh2001)
arb-015	إِذَا جِئْتَ مُبَكِّرًا ذَهَبْنَا مَعًا.	إذا جئت مبكرا ذهبنا معا.	ˈʔiðaː ˈdʒiʔta muˈbakkiran ðaˈhabnaː ˈmaʕan	If you come early we go together.	jim;interdental;kaf;hamza;pharyngeal;geminate;long_vowel;statement	idhaa conditional; hamza on yaa seat (versteegh2001)
arb-016	ذَهَبْتُ أَمْسِ إِلَى السُّوقِ وَأَخَذْتُ سَمَكًا.	ذهبت أمس إلى السوق وأخذت سمكا.	ðaˈhabtu ˈʔamsi ˈʔilaː sˈsuːqi waʔaˈxaðtu ˈsamakan	Yesterday I went to the market and took fish.	qaf;interdental;kaf;hamza;sun_assim;geminate;long_vowel;statement	past narrative; interdental dh; wa+hamzat qat' retained (versteegh2001)
arb-017	غَدًا نُسَافِرُ فِي الصَّبَاحِ الْبَاكِرِ.	غدا نسافر في الصباح الباكر.	ˈɣadan nuˈsaːfiru ˈfiː sˤsˤaˈbaːħi lˈbaːkiri	Tomorrow we travel in the early morning.	kaf;sun_assim;emphatic;pharyngeal;long_vowel;statement	ghadan future-time; emphatic s backing (watson2002)
arb-018	قَالَ الْحَكِيمُ إِنَّ الْعِلْمَ نُورٌ وَالْجَهْلَ ظَلَامٌ.	قال الحكيم إن العلم نور والجهل ظلام.	ˈqaːla lħaˈkiːmu ˈʔinna lˈʕilma ˈnuːrun walˈdʒahla ðˤaˈlaːmun	The sage said knowledge is light and ignorance darkness.	qaf;jim;interdental;kaf;hamza;emphatic;pharyngeal;geminate;long_vowel;statement	qaala + inna accusative pair; Classical zh [dh-emphatic] in dhalaam (watson2002)
arb-019	صَبَاحُ الْخَيْرِ، كَيْفَ حَالُكَ الْيَوْمَ؟ بِخَيْرٍ، شُكْرًا.	صباح الخير، كيف حالك اليوم؟ بخير، شكرا.	sˤaˈbaːħu lˈxajri ˈkajfa ˈħaːluka lˈjawma biˈxajrin ˈʃukran	Good morning, how are you today? Well, thanks.	kaf;emphatic;pharyngeal;long_vowel;diphthong;question	greeting adjacency pair; tanwin -in pre-pausal (versteegh2001)
arb-020	اَلصَّبْرُ مِفْتَاحُ الْفَرَجِ.	الصبر مفتاح الفرج.	asˤˈsˤabru mifˈtaːħu lˈfaradʒi	Patience is the key to relief.	jim;sun_assim;emphatic;pharyngeal;long_vowel;statement	proverb; idafa with article elision (versteegh2001)
